step,method,q,seed,ablation,policy_mean_effort,theoretical_effort,effort_error
217088,TEL-PPO,35.0,43,baseline,43.877217173576355,45.45454545454545,1.5773282809690983
221184,TEL-PPO,35.0,43,baseline,43.47032308578491,45.45454545454545,1.9842223687605411
225280,TEL-PPO,35.0,43,baseline,43.62035095691681,45.45454545454545,1.8341944976286442
229376,TEL-PPO,35.0,43,baseline,43.50292980670929,45.45454545454545,1.9516156478361637
233472,TEL-PPO,35.0,43,baseline,43.229520320892334,45.45454545454545,2.2250251336531193
237568,TEL-PPO,35.0,43,baseline,42.99969673156738,45.45454545454545,2.4548487229780704
0,TEL-PPO,35.0,44,baseline,47.650349140167236,45.45454545454545,2.195803685621783
4096,TEL-PPO,35.0,44,baseline,47.154852747917175,45.45454545454545,1.700307293371722
8192,TEL-PPO,35.0,44,baseline,46.658581495285034,45.45454545454545,1.204036040739581
12288,TEL-PPO,35.0,44,baseline,46.21407687664032,45.45454545454545,0.7595314220948666
16384,TEL-PPO,35.0,44,baseline,45.77803909778595,45.45454545454545,0.32349364324049645
20480,TEL-PPO,35.0,44,baseline,45.35716474056244,45.45454545454545,0.09738071398301429
24576,TEL-PPO,35.0,44,baseline,44.8652058839798,45.45454545454545,0.5893395705656559
28672,TEL-PPO,35.0,44,baseline,44.520553946495056,45.45454545454545,0.9339915080503971
32768,TEL-PPO,35.0,44,baseline,43.99219751358032,45.45454545454545,1.462347940965131
36864,TEL-PPO,35.0,44,baseline,43.60126554965973,45.45454545454545,1.8532799048857242
40960,TEL-PPO,35.0,44,baseline,43.26721727848053,45.45454545454545,2.1873281760649235
45056,TEL-PPO,35.0,44,baseline,42.94147193431854,45.45454545454545,2.5130735202269108
49152,TEL-PPO,35.0,44,baseline,42.54274368286133,45.45454545454545,2.911801771684125
53248,TEL-PPO,35.0,44,baseline,42.29403734207153,45.45454545454545,3.16050811247392
57344,TEL-PPO,35.0,44,baseline,42.03102886676788,45.45454545454545,3.42351658777757
61440,TEL-PPO,35.0,44,baseline,41.858795285224915,45.45454545454545,3.5957501693205387
65536,TEL-PPO,35.0,44,baseline,41.73571467399597,45.45454545454545,3.7188307805494816
69632,TEL-PPO,35.0,44,baseline,41.60897731781006,45.45454545454545,3.8455681367353947
73728,TEL-PPO,35.0,44,baseline,41.526174545288086,45.45454545454545,3.9283709092573673
77824,TEL-PPO,35.0,44,baseline,41.53666794300079,45.45454545454545,3.91787751154466
81920,TEL-PPO,35.0,44,baseline,41.77347421646118,45.45454545454545,3.6810712380842716
86016,TEL-PPO,35.0,44,baseline,41.98693633079529,45.45454545454545,3.467609123750165
90112,TEL-PPO,35.0,44,baseline,41.954854130744934,45.45454545454545,3.499691323800519
94208,TEL-PPO,35.0,44,baseline,41.75923764705658,45.45454545454545,3.6953078074888737
98304,TEL-PPO,35.0,44,baseline,42.05438792705536,45.45454545454545,3.4001575274900944
102400,TEL-PPO,35.0,44,baseline,42.28130877017975,45.45454545454545,3.1732366843657047
106496,TEL-PPO,35.0,44,baseline,42.26926565170288,45.45454545454545,3.1852798028425724
110592,TEL-PPO,35.0,44,baseline,41.90169870853424,45.45454545454545,3.5528467460112125
114688,TEL-PPO,35.0,44,baseline,41.53872728347778,45.45454545454545,3.91581817106767
118784,TEL-PPO,35.0,44,baseline,41.78681969642639,45.45454545454545,3.6677257581190617
122880,TEL-PPO,35.0,44,baseline,42.03595519065857,45.45454545454545,3.418590263886884
126976,TEL-PPO,35.0,44,baseline,41.73699617385864,45.45454545454545,3.7175492806868107
131072,TEL-PPO,35.0,44,baseline,41.51700139045715,45.45454545454545,3.9375440640883
135168,TEL-PPO,35.0,44,baseline,41.36297106742859,45.45454545454545,4.091574387116864
139264,TEL-PPO,35.0,44,baseline,41.09233915805817,45.45454545454545,4.362206296487287
143360,TEL-PPO,35.0,44,baseline,41.15384221076965,45.45454545454545,4.3007032437758
147456,TEL-PPO,35.0,44,baseline,41.44656956195831,45.45454545454545,4.00797589258714
151552,TEL-PPO,35.0,44,baseline,41.325244307518005,45.45454545454545,4.129301147027448
155648,TEL-PPO,35.0,44,baseline,41.62575602531433,45.45454545454545,3.828789429231122
159744,TEL-PPO,35.0,44,baseline,41.7843222618103,45.45454545454545,3.6702231927351505
163840,TEL-PPO,35.0,44,baseline,42.14063882827759,45.45454545454545,3.3139066262678654
167936,TEL-PPO,35.0,44,baseline,41.93383455276489,45.45454545454545,3.5207109017805607
172032,TEL-PPO,35.0,44,baseline,41.973066329956055,45.45454545454545,3.4814791245893986
176128,TEL-PPO,35.0,44,baseline,42.24750101566315,45.45454545454545,3.2070444388823063
180224,TEL-PPO,35.0,44,baseline,42.3383504152298,45.45454545454545,3.116195039315656
184320,TEL-PPO,35.0,44,baseline,42.55909025669098,45.45454545454545,2.8954551978544742
188416,TEL-PPO,35.0,44,baseline,42.20777153968811,45.45454545454545,3.246773914857343
192512,TEL-PPO,35.0,44,baseline,41.747450828552246,45.45454545454545,3.707094625993207
196608,TEL-PPO,35.0,44,baseline,41.96806848049164,45.45454545454545,3.486476974053815
0,TEL-PPO,35.0,45,baseline,48.9437609910965,45.45454545454545,3.4892155365510433
4096,TEL-PPO,35.0,45,baseline,48.87305200099945,45.45454545454545,3.4185065464539974
8192,TEL-PPO,35.0,45,baseline,48.83291721343994,45.45454545454545,3.378371758894488
12288,TEL-PPO,35.0,45,baseline,48.82417321205139,45.45454545454545,3.3696277575059383
16384,TEL-PPO,35.0,45,baseline,48.87986481189728,45.45454545454545,3.4253193573518246
20480,TEL-PPO,35.0,45,baseline,48.86401295661926,45.45454545454545,3.4094675020738094
24576,TEL-PPO,35.0,45,baseline,48.78031015396118,45.45454545454545,3.3257646994157284
28672,TEL-PPO,35.0,45,baseline,48.81263077259064,45.45454545454545,3.358085318045184
32768,TEL-PPO,35.0,45,baseline,48.84635508060455,45.45454545454545,3.3918096260591
36864,TEL-PPO,35.0,45,baseline,48.89683425426483,45.45454545454545,3.4422887997193783
40960,TEL-PPO,35.0,45,baseline,48.88313412666321,45.45454545454545,3.4285886721177548
45056,TEL-PPO,35.0,45,baseline,48.86213541030884,45.45454545454545,3.4075899557633846
49152,TEL-PPO,35.0,45,baseline,48.829954862594604,45.45454545454545,3.3754094080491512
53248,TEL-PPO,35.0,45,baseline,48.89571666717529,45.45454545454545,3.4411712126298397
57344,TEL-PPO,35.0,45,baseline,48.98868799209595,45.45454545454545,3.534142537550494
61440,TEL-PPO,35.0,45,baseline,48.941051959991455,45.45454545454545,3.486506505446002
65536,TEL-PPO,35.0,45,baseline,48.72366189956665,45.45454545454545,3.269116445021197
69632,TEL-PPO,35.0,45,baseline,48.69804382324219,45.45454545454545,3.2434983686967342
73728,TEL-PPO,35.0,45,baseline,48.49294424057007,45.45454545454545,3.038398786024615
77824,TEL-PPO,35.0,45,baseline,48.66580069065094,45.45454545454545,3.2112552361054867
81920,TEL-PPO,35.0,45,baseline,48.89959394931793,45.45454545454545,3.445048494772479
86016,TEL-PPO,35.0,45,baseline,48.638686537742615,45.45454545454545,3.1841410831971615
90112,TEL-PPO,35.0,45,baseline,48.257601261138916,45.45454545454545,2.8030558065934628
94208,TEL-PPO,35.0,45,baseline,48.307183384895325,45.45454545454545,2.8526379303498715
98304,TEL-PPO,35.0,45,baseline,48.26052486896515,45.45454545454545,2.8059794144196957
102400,TEL-PPO,35.0,45,baseline,47.96212613582611,45.45454545454545,2.5075806812806576
106496,TEL-PPO,35.0,45,baseline,47.592753171920776,45.45454545454545,2.138207717375323
110592,TEL-PPO,35.0,45,baseline,47.36113250255585,45.45454545454545,1.906587048010394
114688,TEL-PPO,35.0,45,baseline,46.966418623924255,45.45454545454545,1.5118731693788021
118784,TEL-PPO,35.0,45,baseline,46.546292304992676,45.45454545454545,1.0917468504472225
122880,TEL-PPO,35.0,45,baseline,46.167364716529846,45.45454545454545,0.7128192619843929
126976,TEL-PPO,35.0,45,baseline,45.74523866176605,45.45454545454545,0.290693207220599
131072,TEL-PPO,35.0,45,baseline,45.5815851688385,45.45454545454545,0.12703971429304772
135168,TEL-PPO,35.0,45,baseline,45.9437370300293,45.45454545454545,0.4891915754838436
139264,TEL-PPO,35.0,45,baseline,45.675912499427795,45.45454545454545,0.22136704488234216
143360,TEL-PPO,35.0,45,baseline,45.333945751190186,45.45454545454545,0.1205997033552677
147456,TEL-PPO,35.0,45,baseline,45.197540521621704,45.45454545454545,0.25700493292374915
151552,TEL-PPO,35.0,45,baseline,45.304879546165466,45.45454545454545,0.14966590837998694
155648,TEL-PPO,35.0,45,baseline,44.84502077102661,45.45454545454545,0.6095246835188419
159744,TEL-PPO,35.0,45,baseline,44.57535743713379,45.45454545454545,0.8791880174116642
163840,TEL-PPO,35.0,45,baseline,44.794097542762756,45.45454545454545,0.6604479117826969
167936,TEL-PPO,35.0,45,baseline,44.31869089603424,45.45454545454545,1.1358545585112125
172032,TEL-PPO,35.0,45,baseline,43.99368166923523,45.45454545454545,1.4608637853102238
176128,TEL-PPO,35.0,45,baseline,44.07162070274353,45.45454545454545,1.382924751801923
180224,TEL-PPO,35.0,45,baseline,43.68467926979065,45.45454545454545,1.7698661847548038
184320,TEL-PPO,35.0,45,baseline,43.28430891036987,45.45454545454545,2.17023654417558
188416,TEL-PPO,35.0,45,baseline,43.19987893104553,45.45454545454545,2.254666523499921
192512,TEL-PPO,35.0,45,baseline,43.02743971347809,45.45454545454545,2.427105741067365
196608,TEL-PPO,35.0,45,baseline,43.070197105407715,45.45454545454545,2.3843483491377384
200704,TEL-PPO,35.0,45,baseline,42.82543659210205,45.45454545454545,2.6291088624434025
204800,TEL-PPO,35.0,45,baseline,42.37430989742279,45.45454545454545,3.0802355571226627
208896,TEL-PPO,35.0,45,baseline,42.56960153579712,45.45454545454545,2.884943918748334
212992,TEL-PPO,35.0,45,baseline,42.67382621765137,45.45454545454545,2.780719236894086
217088,TEL-PPO,35.0,45,baseline,42.71864891052246,45.45454545454545,2.7358965440229923
221184,TEL-PPO,35.0,45,baseline,42.71661341190338,45.45454545454545,2.737932042642072
225280,TEL-PPO,35.0,45,baseline,42.94549226760864,45.45454545454545,2.5090531869368107
229376,TEL-PPO,35.0,45,baseline,42.84700155258179,45.45454545454545,2.607543901963666
233472,TEL-PPO,35.0,45,baseline,43.04975867271423,45.45454545454545,2.40478678183122
237568,TEL-PPO,35.0,45,baseline,43.38679313659668,45.45454545454545,2.0677523179487736
241664,TEL-PPO,35.0,45,baseline,43.033695220947266,45.45454545454545,2.4208502335981876
245760,TEL-PPO,35.0,45,baseline,43.40399503707886,45.45454545454545,2.050550417466596
249856,TEL-PPO,35.0,45,baseline,43.55138838291168,45.45454545454545,1.9031570716337711
253952,TEL-PPO,35.0,45,baseline,43.52974593639374,45.45454545454545,1.9247995181517155
258048,TEL-PPO,35.0,45,baseline,43.62452030181885,45.45454545454545,1.8300251527266056
262144,TEL-PPO,35.0,45,baseline,43.883153796195984,45.45454545454545,1.5713916583494694
266240,TEL-PPO,35.0,45,baseline,44.098299741744995,45.45454545454545,1.3562457128004581
270336,TEL-PPO,35.0,45,baseline,44.43438649177551,45.45454545454545,1.0201589627699406
274432,TEL-PPO,35.0,45,baseline,44.89879012107849,45.45454545454545,0.555755333466962
278528,TEL-PPO,35.0,45,baseline,45.188283920288086,45.45454545454545,0.2662615342573673
0,TEL-PPO,35.0,46,baseline,50.409770011901855,45.45454545454545,4.955224557356402
4096,TEL-PPO,35.0,46,baseline,50.13262629508972,45.45454545454545,4.678080840544268
8192,TEL-PPO,35.0,46,baseline,49.8497873544693,45.45454545454545,4.395241899923846
12288,TEL-PPO,35.0,46,baseline,49.574828147888184,45.45454545454545,4.12028269334273
16384,TEL-PPO,35.0,46,baseline,49.3050217628479,45.45454545454545,3.850476308302447
20480,TEL-PPO,35.0,46,baseline,48.93043339252472,45.45454545454545,3.475887937979266
24576,TEL-PPO,35.0,46,baseline,48.64368736743927,45.45454545454545,3.1891419128938168
28672,TEL-PPO,35.0,46,baseline,48.29473793506622,45.45454545454545,2.84019248052077
32768,TEL-PPO,35.0,46,baseline,47.86345660686493,45.45454545454545,2.408911152319476
36864,TEL-PPO,35.0,46,baseline,47.620877623558044,45.45454545454545,2.166332169012591
40960,TEL-PPO,35.0,46,baseline,47.29252755641937,45.45454545454545,1.8379821018739193
45056,TEL-PPO,35.0,46,baseline,47.013428807258606,45.45454545454545,1.5588833527131527
49152,TEL-PPO,35.0,46,baseline,46.67333662509918,45.45454545454545,1.2187911705537289
53248,TEL-PPO,35.0,46,baseline,46.46482467651367,45.45454545454545,1.0102792219682186
57344,TEL-PPO,35.0,46,baseline,46.51082158088684,45.45454545454545,1.0562761263413876
61440,TEL-PPO,35.0,46,baseline,46.66573405265808,45.45454545454545,1.2111885981126278
65536,TEL-PPO,35.0,46,baseline,46.635568141937256,45.45454545454545,1.1810226873918026
69632,TEL-PPO,35.0,46,baseline,46.631038188934326,45.45454545454545,1.176492734388873
73728,TEL-PPO,35.0,46,baseline,46.46967053413391,45.45454545454545,1.0151250795884579
77824,TEL-PPO,35.0,46,baseline,46.37530446052551,45.45454545454545,0.9207590059800594
81920,TEL-PPO,35.0,46,baseline,46.307337284088135,45.45454545454545,0.8527918295426815
86016,TEL-PPO,35.0,46,baseline,46.24297916889191,45.45454545454545,0.7884337143464535
90112,TEL-PPO,35.0,46,baseline,46.29451334476471,45.45454545454545,0.8399678902192562
94208,TEL-PPO,35.0,46,baseline,46.67932987213135,45.45454545454545,1.2247844175858944
98304,TEL-PPO,35.0,46,baseline,46.6212272644043,45.45454545454545,1.1666818098588436
102400,TEL-PPO,35.0,46,baseline,46.45316004753113,45.45454545454545,0.9986145929856747
106496,TEL-PPO,35.0,46,baseline,46.04813754558563,45.45454545454545,0.5935920910401791
110592,TEL-PPO,35.0,46,baseline,46.239134669303894,45.45454545454545,0.7845892147584408
114688,TEL-PPO,35.0,46,baseline,45.97528874874115,45.45454545454545,0.5207432941956966
118784,TEL-PPO,35.0,46,baseline,45.67553400993347,45.45454545454545,0.22098855538801843
122880,TEL-PPO,35.0,46,baseline,45.84428668022156,45.45454545454545,0.38974122567610436
126976,TEL-PPO,35.0,46,baseline,46.13749086856842,45.45454545454545,0.6829454140229672
131072,TEL-PPO,35.0,46,baseline,45.76295018196106,45.45454545454545,0.3084047274156063
135168,TEL-PPO,35.0,46,baseline,45.673444867134094,45.45454545454545,0.21889941258864098
139264,TEL-PPO,35.0,46,baseline,45.192283391952515,45.45454545454545,0.2622620625929386
143360,TEL-PPO,35.0,46,baseline,45.05198001861572,45.45454545454545,0.4025654359297306
147456,TEL-PPO,35.0,46,baseline,44.607388973236084,45.45454545454545,0.8471564813093693
151552,TEL-PPO,35.0,46,baseline,44.42620277404785,45.45454545454545,1.0283426804976017
155648,TEL-PPO,35.0,46,baseline,44.21783685684204,45.45454545454545,1.2367085977034122
159744,TEL-PPO,35.0,46,baseline,43.89654099941254,45.45454545454545,1.5580044551329166
163840,TEL-PPO,35.0,46,baseline,43.6326265335083,45.45454545454545,1.8219189210371525
167936,TEL-PPO,35.0,46,baseline,44.14036571979523,45.45454545454545,1.3141797347502262
172032,TEL-PPO,35.0,46,baseline,44.109830260276794,45.45454545454545,1.3447151942686588
176128,TEL-PPO,35.0,46,baseline,44.31931674480438,45.45454545454545,1.135228709741071
180224,TEL-PPO,35.0,46,baseline,43.979474902153015,45.45454545454545,1.4750705523924381
184320,TEL-PPO,35.0,46,baseline,44.27398443222046,45.45454545454545,1.1805610223249943
188416,TEL-PPO,35.0,46,baseline,44.05504763126373,45.45454545454545,1.3994978232817203
192512,TEL-PPO,35.0,46,baseline,44.41549777984619,45.45454545454545,1.0390476746992618
196608,TEL-PPO,35.0,46,baseline,44.38598155975342,45.45454545454545,1.0685638947920353
0,TEL-PPO,45.0,42,baseline,49.600717425346375,35.35353535353535,14.247182071811025
4096,TEL-PPO,45.0,42,baseline,49.15948510169983,35.35353535353535,13.80594974816448
8192,TEL-PPO,45.0,42,baseline,48.54125380516052,35.35353535353535,13.187718451625173
12288,TEL-PPO,45.0,42,baseline,48.005253076553345,35.35353535353535,12.651717723017995
16384,TEL-PPO,45.0,42,baseline,47.42484092712402,35.35353535353535,12.071305573588674
20480,TEL-PPO,45.0,42,baseline,46.916463971138,35.35353535353535,11.562928617602651
24576,TEL-PPO,45.0,42,baseline,46.45657539367676,35.35353535353535,11.103040040141408
28672,TEL-PPO,45.0,42,baseline,45.970821380615234,35.35353535353535,10.617286027079885
32768,TEL-PPO,45.0,42,baseline,45.50988972187042,35.35353535353535,10.156354368335073
36864,TEL-PPO,45.0,42,baseline,44.933608174324036,35.35353535353535,9.580072820788686
40960,TEL-PPO,45.0,42,baseline,44.43706274032593,35.35353535353535,9.083527386790578
45056,TEL-PPO,45.0,42,baseline,44.04488801956177,35.35353535353535,8.691352666026418
49152,TEL-PPO,45.0,42,baseline,43.579137325286865,35.35353535353535,8.225601971751516
53248,TEL-PPO,45.0,42,baseline,43.21684539318085,35.35353535353535,7.863310039645498
57344,TEL-PPO,45.0,42,baseline,42.66058802604675,35.35353535353535,7.307052672511404
61440,TEL-PPO,45.0,42,baseline,42.268165946006775,35.35353535353535,6.9146305924714255
65536,TEL-PPO,45.0,42,baseline,41.77622199058533,35.35353535353535,6.422686637049978
69632,TEL-PPO,45.0,42,baseline,41.54343903064728,35.35353535353535,6.1899036771119285
73728,TEL-PPO,45.0,42,baseline,41.0831093788147,35.35353535353535,5.729574025279348
77824,TEL-PPO,45.0,42,baseline,40.724194049835205,35.35353535353535,5.370658696299856
81920,TEL-PPO,45.0,42,baseline,40.2814656496048,35.35353535353535,4.927930296069448
86016,TEL-PPO,45.0,42,baseline,39.89921808242798,35.35353535353535,4.545682728892629
90112,TEL-PPO,45.0,42,baseline,39.5499587059021,35.35353535353535,4.19642335236675
94208,TEL-PPO,45.0,42,baseline,39.43899869918823,35.35353535353535,4.085463345652883
98304,TEL-PPO,45.0,42,baseline,39.008915424346924,35.35353535353535,3.6553800708115745
102400,TEL-PPO,45.0,42,baseline,38.605037331581116,35.35353535353535,3.2515019780457664
106496,TEL-PPO,45.0,42,baseline,38.18867206573486,35.35353535353535,2.835136712199514
110592,TEL-PPO,45.0,42,baseline,37.82569169998169,35.35353535353535,2.47215634644634
114688,TEL-PPO,45.0,42,baseline,37.490180134773254,35.35353535353535,2.136644781237905
118784,TEL-PPO,45.0,42,baseline,37.06401586532593,35.35353535353535,1.7104805117905784
