step,method,q,seed,ablation,policy_mean_effort,theoretical_effort
663552,TEL-PPO,35.0,42,no_exploitability,43.10331344604492,45.45454545454545
667648,TEL-PPO,35.0,42,no_exploitability,42.854854464530945,45.45454545454545
671744,TEL-PPO,35.0,42,no_exploitability,42.989128828048706,45.45454545454545
675840,TEL-PPO,35.0,42,no_exploitability,43.117788434028625,45.45454545454545
679936,TEL-PPO,35.0,42,no_exploitability,42.841196060180664,45.45454545454545
684032,TEL-PPO,35.0,42,no_exploitability,43.01964044570923,45.45454545454545
688128,TEL-PPO,35.0,42,no_exploitability,43.295809626579285,45.45454545454545
692224,TEL-PPO,35.0,42,no_exploitability,43.42884123325348,45.45454545454545
696320,TEL-PPO,35.0,42,no_exploitability,43.5987114906311,45.45454545454545
700416,TEL-PPO,35.0,42,no_exploitability,43.387389183044434,45.45454545454545
704512,TEL-PPO,35.0,42,no_exploitability,43.348199129104614,45.45454545454545
708608,TEL-PPO,35.0,42,no_exploitability,43.03045868873596,45.45454545454545
712704,TEL-PPO,35.0,42,no_exploitability,42.87919104099274,45.45454545454545
716800,TEL-PPO,35.0,42,no_exploitability,42.60834455490112,45.45454545454545
720896,TEL-PPO,35.0,42,no_exploitability,42.42545962333679,45.45454545454545
724992,TEL-PPO,35.0,42,no_exploitability,42.631301283836365,45.45454545454545
729088,TEL-PPO,35.0,42,no_exploitability,42.885610461235046,45.45454545454545
733184,TEL-PPO,35.0,42,no_exploitability,43.134209513664246,45.45454545454545
737280,TEL-PPO,35.0,42,no_exploitability,43.44404339790344,45.45454545454545
741376,TEL-PPO,35.0,42,no_exploitability,43.15197765827179,45.45454545454545
745472,TEL-PPO,35.0,42,no_exploitability,43.32018792629242,45.45454545454545
749568,TEL-PPO,35.0,42,no_exploitability,43.69651973247528,45.45454545454545
753664,TEL-PPO,35.0,42,no_exploitability,43.850988149642944,45.45454545454545
757760,TEL-PPO,35.0,42,no_exploitability,43.70744824409485,45.45454545454545
761856,TEL-PPO,35.0,42,no_exploitability,44.07576024532318,45.45454545454545
765952,TEL-PPO,35.0,42,no_exploitability,44.1682368516922,45.45454545454545
770048,TEL-PPO,35.0,42,no_exploitability,44.18084919452667,45.45454545454545
774144,TEL-PPO,35.0,42,no_exploitability,44.16150152683258,45.45454545454545
778240,TEL-PPO,35.0,42,no_exploitability,44.407919049263,45.45454545454545
782336,TEL-PPO,35.0,42,no_exploitability,44.699954986572266,45.45454545454545
786432,TEL-PPO,35.0,42,no_exploitability,44.80568468570709,45.45454545454545
790528,TEL-PPO,35.0,42,no_exploitability,44.99433934688568,45.45454545454545
794624,TEL-PPO,35.0,42,no_exploitability,44.78490650653839,45.45454545454545
798720,TEL-PPO,35.0,42,no_exploitability,44.95736360549927,45.45454545454545
802816,TEL-PPO,35.0,42,no_exploitability,45.10796368122101,45.45454545454545
806912,TEL-PPO,35.0,42,no_exploitability,45.14968693256378,45.45454545454545
811008,TEL-PPO,35.0,42,no_exploitability,45.34870088100433,45.45454545454545
815104,TEL-PPO,35.0,42,no_exploitability,45.20345628261566,45.45454545454545
819200,TEL-PPO,35.0,42,no_exploitability,44.995689392089844,45.45454545454545
823296,TEL-PPO,35.0,42,no_exploitability,44.585439562797546,45.45454545454545
827392,TEL-PPO,35.0,42,no_exploitability,44.7003573179245,45.45454545454545
831488,TEL-PPO,35.0,42,no_exploitability,44.79671120643616,45.45454545454545
835584,TEL-PPO,35.0,42,no_exploitability,44.700172543525696,45.45454545454545
839680,TEL-PPO,35.0,42,no_exploitability,44.70590054988861,45.45454545454545
843776,TEL-PPO,35.0,42,no_exploitability,44.68516707420349,45.45454545454545
847872,TEL-PPO,35.0,42,no_exploitability,44.58999037742615,45.45454545454545
851968,TEL-PPO,35.0,42,no_exploitability,44.5537805557251,45.45454545454545
856064,TEL-PPO,35.0,42,no_exploitability,44.421571493148804,45.45454545454545
860160,TEL-PPO,35.0,42,no_exploitability,44.48292553424835,45.45454545454545
864256,TEL-PPO,35.0,42,no_exploitability,44.575926661491394,45.45454545454545
868352,TEL-PPO,35.0,42,no_exploitability,44.54231262207031,45.45454545454545
872448,TEL-PPO,35.0,42,no_exploitability,44.69723105430603,45.45454545454545
876544,TEL-PPO,35.0,42,no_exploitability,44.727155566215515,45.45454545454545
880640,TEL-PPO,35.0,42,no_exploitability,44.88670229911804,45.45454545454545
884736,TEL-PPO,35.0,42,no_exploitability,44.94907259941101,45.45454545454545
888832,TEL-PPO,35.0,42,no_exploitability,45.0792670249939,45.45454545454545
892928,TEL-PPO,35.0,42,no_exploitability,44.9878066778183,45.45454545454545
897024,TEL-PPO,35.0,42,no_exploitability,44.92138922214508,45.45454545454545
901120,TEL-PPO,35.0,42,no_exploitability,44.99154090881348,45.45454545454545
905216,TEL-PPO,35.0,42,no_exploitability,45.044341683387756,45.45454545454545
909312,TEL-PPO,35.0,42,no_exploitability,45.088768005371094,45.45454545454545
913408,TEL-PPO,35.0,42,no_exploitability,45.02381384372711,45.45454545454545
917504,TEL-PPO,35.0,42,no_exploitability,44.90284621715546,45.45454545454545
921600,TEL-PPO,35.0,42,no_exploitability,44.95915174484253,45.45454545454545
925696,TEL-PPO,35.0,42,no_exploitability,44.97925043106079,45.45454545454545
929792,TEL-PPO,35.0,42,no_exploitability,45.164334774017334,45.45454545454545
933888,TEL-PPO,35.0,42,no_exploitability,45.12690603733063,45.45454545454545
937984,TEL-PPO,35.0,42,no_exploitability,44.97237801551819,45.45454545454545
942080,TEL-PPO,35.0,42,no_exploitability,44.78522837162018,45.45454545454545
946176,TEL-PPO,35.0,42,no_exploitability,44.65540945529938,45.45454545454545
950272,TEL-PPO,35.0,42,no_exploitability,44.555118680000305,45.45454545454545
954368,TEL-PPO,35.0,42,no_exploitability,44.57428753376007,45.45454545454545
958464,TEL-PPO,35.0,42,no_exploitability,44.66871619224548,45.45454545454545
962560,TEL-PPO,35.0,42,no_exploitability,44.67736482620239,45.45454545454545
966656,TEL-PPO,35.0,42,no_exploitability,44.658246636390686,45.45454545454545
970752,TEL-PPO,35.0,42,no_exploitability,44.74554359912872,45.45454545454545
974848,TEL-PPO,35.0,42,no_exploitability,44.75797712802887,45.45454545454545
978944,TEL-PPO,35.0,42,no_exploitability,44.865766167640686,45.45454545454545
983040,TEL-PPO,35.0,42,no_exploitability,44.85434591770172,45.45454545454545
987136,TEL-PPO,35.0,42,no_exploitability,44.83093321323395,45.45454545454545
991232,TEL-PPO,35.0,42,no_exploitability,44.718170166015625,45.45454545454545
995328,TEL-PPO,35.0,42,no_exploitability,44.74327564239502,45.45454545454545
999424,TEL-PPO,35.0,42,no_exploitability,44.87844407558441,45.45454545454545
1003520,TEL-PPO,35.0,42,no_exploitability,44.96673941612244,45.45454545454545
1007616,TEL-PPO,35.0,42,no_exploitability,44.96109485626221,45.45454545454545
1011712,TEL-PPO,35.0,42,no_exploitability,44.96665000915527,45.45454545454545
1015808,TEL-PPO,35.0,42,no_exploitability,44.988858699798584,45.45454545454545
1019904,TEL-PPO,35.0,42,no_exploitability,44.96587812900543,45.45454545454545
1024000,TEL-PPO,35.0,42,no_exploitability,44.95035409927368,45.45454545454545
1028096,TEL-PPO,35.0,42,no_exploitability,44.947221875190735,45.45454545454545
1032192,TEL-PPO,35.0,42,no_exploitability,44.81991529464722,45.45454545454545
1036288,TEL-PPO,35.0,42,no_exploitability,44.72943842411041,45.45454545454545
1040384,TEL-PPO,35.0,42,no_exploitability,44.74553167819977,45.45454545454545
1044480,TEL-PPO,35.0,42,no_exploitability,44.65906023979187,45.45454545454545
1048576,TEL-PPO,35.0,42,no_exploitability,44.7306752204895,45.45454545454545
1052672,TEL-PPO,35.0,42,no_exploitability,44.77027356624603,45.45454545454545
1056768,TEL-PPO,35.0,42,no_exploitability,44.62983310222626,45.45454545454545
1060864,TEL-PPO,35.0,42,no_exploitability,44.53402757644653,45.45454545454545
1064960,TEL-PPO,35.0,42,no_exploitability,44.5128858089447,45.45454545454545
1069056,TEL-PPO,35.0,42,no_exploitability,44.44955587387085,45.45454545454545
1073152,TEL-PPO,35.0,42,no_exploitability,44.45042014122009,45.45454545454545
1077248,TEL-PPO,35.0,42,no_exploitability,44.480547308921814,45.45454545454545
1081344,TEL-PPO,35.0,42,no_exploitability,44.49288547039032,45.45454545454545
1085440,TEL-PPO,35.0,42,no_exploitability,44.41428780555725,45.45454545454545
1089536,TEL-PPO,35.0,42,no_exploitability,44.38437223434448,45.45454545454545
1093632,TEL-PPO,35.0,42,no_exploitability,44.23119127750397,45.45454545454545
1097728,TEL-PPO,35.0,42,no_exploitability,44.31853890419006,45.45454545454545
1101824,TEL-PPO,35.0,42,no_exploitability,44.283053278923035,45.45454545454545
1105920,TEL-PPO,35.0,42,no_exploitability,44.204169511795044,45.45454545454545
1110016,TEL-PPO,35.0,42,no_exploitability,44.048118591308594,45.45454545454545
1114112,TEL-PPO,35.0,42,no_exploitability,44.02693510055542,45.45454545454545
1118208,TEL-PPO,35.0,42,no_exploitability,44.01983916759491,45.45454545454545
1122304,TEL-PPO,35.0,42,no_exploitability,44.075241684913635,45.45454545454545
1126400,TEL-PPO,35.0,42,no_exploitability,43.91835033893585,45.45454545454545
1130496,TEL-PPO,35.0,42,no_exploitability,43.93664300441742,45.45454545454545
1134592,TEL-PPO,35.0,42,no_exploitability,43.83462965488434,45.45454545454545
1138688,TEL-PPO,35.0,42,no_exploitability,43.762075901031494,45.45454545454545
1142784,TEL-PPO,35.0,42,no_exploitability,43.71079206466675,45.45454545454545
1146880,TEL-PPO,35.0,42,no_exploitability,43.75683069229126,45.45454545454545
1150976,TEL-PPO,35.0,42,no_exploitability,43.730562925338745,45.45454545454545
1155072,TEL-PPO,35.0,42,no_exploitability,43.704015016555786,45.45454545454545
1159168,TEL-PPO,35.0,42,no_exploitability,43.68777275085449,45.45454545454545
1163264,TEL-PPO,35.0,42,no_exploitability,43.675726652145386,45.45454545454545
1167360,TEL-PPO,35.0,42,no_exploitability,43.66551637649536,45.45454545454545
1171456,TEL-PPO,35.0,42,no_exploitability,43.531668186187744,45.45454545454545
1175552,TEL-PPO,35.0,42,no_exploitability,43.56028735637665,45.45454545454545
1179648,TEL-PPO,35.0,42,no_exploitability,43.46219301223755,45.45454545454545
1183744,TEL-PPO,35.0,42,no_exploitability,43.600279092788696,45.45454545454545
1187840,TEL-PPO,35.0,42,no_exploitability,43.695929646492004,45.45454545454545
1191936,TEL-PPO,35.0,42,no_exploitability,43.74368190765381,45.45454545454545
1196032,TEL-PPO,35.0,42,no_exploitability,43.88956427574158,45.45454545454545
1200128,TEL-PPO,35.0,42,no_exploitability,43.81324052810669,45.45454545454545
1204224,TEL-PPO,35.0,42,no_exploitability,43.86546313762665,45.45454545454545
1208320,TEL-PPO,35.0,42,no_exploitability,43.798643350601196,45.45454545454545
1212416,TEL-PPO,35.0,42,no_exploitability,43.66156458854675,45.45454545454545
1216512,TEL-PPO,35.0,42,no_exploitability,43.76969039440155,45.45454545454545
1220608,TEL-PPO,35.0,42,no_exploitability,43.64815950393677,45.45454545454545
1224704,TEL-PPO,35.0,42,no_exploitability,43.630847334861755,45.45454545454545
1228800,TEL-PPO,35.0,42,no_exploitability,43.62448751926422,45.45454545454545
1232896,TEL-PPO,35.0,42,no_exploitability,43.697959184646606,45.45454545454545
1236992,TEL-PPO,35.0,42,no_exploitability,43.705952167510986,45.45454545454545
1241088,TEL-PPO,35.0,42,no_exploitability,43.770623207092285,45.45454545454545
1245184,TEL-PPO,35.0,42,no_exploitability,43.67185831069946,45.45454545454545
1249280,TEL-PPO,35.0,42,no_exploitability,43.51208209991455,45.45454545454545
1253376,TEL-PPO,35.0,42,no_exploitability,43.38290095329285,45.45454545454545
1257472,TEL-PPO,35.0,42,no_exploitability,43.38323175907135,45.45454545454545
1261568,TEL-PPO,35.0,42,no_exploitability,43.462979793548584,45.45454545454545
1265664,TEL-PPO,35.0,42,no_exploitability,43.53751540184021,45.45454545454545
1269760,TEL-PPO,35.0,42,no_exploitability,43.520042300224304,45.45454545454545
1273856,TEL-PPO,35.0,42,no_exploitability,43.54622662067413,45.45454545454545
1277952,TEL-PPO,35.0,42,no_exploitability,43.679073452949524,45.45454545454545
1282048,TEL-PPO,35.0,42,no_exploitability,43.78677308559418,45.45454545454545
1286144,TEL-PPO,35.0,42,no_exploitability,43.862661719322205,45.45454545454545
1290240,TEL-PPO,35.0,42,no_exploitability,43.94316077232361,45.45454545454545
1294336,TEL-PPO,35.0,42,no_exploitability,43.94490718841553,45.45454545454545
1298432,TEL-PPO,35.0,42,no_exploitability,43.89035999774933,45.45454545454545
1302528,TEL-PPO,35.0,42,no_exploitability,43.80134344100952,45.45454545454545
1306624,TEL-PPO,35.0,42,no_exploitability,43.8753217458725,45.45454545454545
1310720,TEL-PPO,35.0,42,no_exploitability,43.79378259181976,45.45454545454545
1314816,TEL-PPO,35.0,42,no_exploitability,43.63703727722168,45.45454545454545
1318912,TEL-PPO,35.0,42,no_exploitability,43.51010322570801,45.45454545454545
1323008,TEL-PPO,35.0,42,no_exploitability,43.4485137462616,45.45454545454545
1327104,TEL-PPO,35.0,42,no_exploitability,43.546393513679504,45.45454545454545
1331200,TEL-PPO,35.0,42,no_exploitability,43.56304705142975,45.45454545454545
1335296,TEL-PPO,35.0,42,no_exploitability,43.436044454574585,45.45454545454545
1339392,TEL-PPO,35.0,42,no_exploitability,43.44124794006348,45.45454545454545
1343488,TEL-PPO,35.0,42,no_exploitability,43.40196251869202,45.45454545454545
1347584,TEL-PPO,35.0,42,no_exploitability,43.380188941955566,45.45454545454545
1351680,TEL-PPO,35.0,42,no_exploitability,43.409374356269836,45.45454545454545
1355776,TEL-PPO,35.0,42,no_exploitability,43.50982308387756,45.45454545454545
1359872,TEL-PPO,35.0,42,no_exploitability,43.46712827682495,45.45454545454545
1363968,TEL-PPO,35.0,42,no_exploitability,43.34961473941803,45.45454545454545
1368064,TEL-PPO,35.0,42,no_exploitability,43.46364736557007,45.45454545454545
1372160,TEL-PPO,35.0,42,no_exploitability,43.43893826007843,45.45454545454545
1376256,TEL-PPO,35.0,42,no_exploitability,43.50252151489258,45.45454545454545
1380352,TEL-PPO,35.0,42,no_exploitability,43.657106161117554,45.45454545454545
1384448,TEL-PPO,35.0,42,no_exploitability,43.589216470718384,45.45454545454545
1388544,TEL-PPO,35.0,42,no_exploitability,43.58703792095184,45.45454545454545
1392640,TEL-PPO,35.0,42,no_exploitability,43.64846348762512,45.45454545454545
1396736,TEL-PPO,35.0,42,no_exploitability,43.54880750179291,45.45454545454545
1400832,TEL-PPO,35.0,42,no_exploitability,43.38929057121277,45.45454545454545
1404928,TEL-PPO,35.0,42,no_exploitability,43.26021671295166,45.45454545454545
1409024,TEL-PPO,35.0,42,no_exploitability,43.166255950927734,45.45454545454545
1413120,TEL-PPO,35.0,42,no_exploitability,43.26634109020233,45.45454545454545
1417216,TEL-PPO,35.0,42,no_exploitability,43.369799852371216,45.45454545454545
