step,method,q,seed,ablation,effort_mean,theoretical_effort
151552,TEL-PPO,35.0,42,baseline,46.59503759117791,47.61904761904763
155648,TEL-PPO,35.0,42,baseline,46.54177892068397,47.61904761904763
159744,TEL-PPO,35.0,42,baseline,46.4722522916272,47.61904761904763
163840,TEL-PPO,35.0,42,baseline,46.462142494041494,47.61904761904763
167936,TEL-PPO,35.0,42,baseline,46.46916411677369,47.61904761904763
172032,TEL-PPO,35.0,42,baseline,46.38902984093873,47.61904761904763
176128,TEL-PPO,35.0,42,baseline,46.45728595228865,47.61904761904763
180224,TEL-PPO,35.0,42,baseline,46.35617496911438,47.61904761904763
184320,TEL-PPO,35.0,42,baseline,46.305107958614755,47.61904761904763
188416,TEL-PPO,35.0,42,baseline,46.46474123233929,47.61904761904763
192512,TEL-PPO,35.0,42,baseline,46.49938752129678,47.61904761904763
196608,TEL-PPO,35.0,42,baseline,46.45068923523645,47.61904761904763
0,TEL-PPO,35.0,43,baseline,47.54543029889453,45.45454545454545
4096,TEL-PPO,35.0,43,baseline,47.10376199241719,45.45454545454545
8192,TEL-PPO,35.0,43,baseline,46.81140287709418,45.45454545454545
12288,TEL-PPO,35.0,43,baseline,46.54939868114889,45.45454545454545
16384,TEL-PPO,35.0,43,baseline,46.293082603253325,45.45454545454545
20480,TEL-PPO,35.0,43,baseline,46.00780779868366,45.45454545454545
24576,TEL-PPO,35.0,43,baseline,45.64111291803427,45.45454545454545
28672,TEL-PPO,35.0,43,baseline,45.385028756689266,45.45454545454545
32768,TEL-PPO,35.0,43,baseline,45.22272402676744,45.45454545454545
36864,TEL-PPO,35.0,43,baseline,44.9327095872723,45.45454545454545
40960,TEL-PPO,35.0,43,baseline,44.68122572265558,45.45454545454545
45056,TEL-PPO,35.0,43,baseline,44.58339429972698,45.45454545454545
49152,TEL-PPO,35.0,43,baseline,44.532861232524866,45.45454545454545
53248,TEL-PPO,35.0,43,baseline,44.59138784045358,45.45454545454545
57344,TEL-PPO,35.0,43,baseline,44.7123063611798,45.45454545454545
61440,TEL-PPO,35.0,43,baseline,44.5906530537176,45.45454545454545
65536,TEL-PPO,35.0,43,baseline,44.35525952675378,45.45454545454545
69632,TEL-PPO,35.0,43,baseline,44.678430758183865,45.45454545454545
73728,TEL-PPO,35.0,43,baseline,45.121970229782235,45.45454545454545
77824,TEL-PPO,35.0,43,baseline,45.4383388007991,45.45454545454545
81920,TEL-PPO,35.0,43,baseline,45.42754093650727,45.45454545454545
86016,TEL-PPO,35.0,43,baseline,45.30046046059577,45.45454545454545
90112,TEL-PPO,35.0,43,baseline,45.07066684262824,45.45454545454545
94208,TEL-PPO,35.0,43,baseline,45.152755925431805,45.45454545454545
98304,TEL-PPO,35.0,43,baseline,45.27539409417656,45.45454545454545
102400,TEL-PPO,35.0,43,baseline,45.140267148613844,45.45454545454545
106496,TEL-PPO,35.0,43,baseline,45.28699608799061,45.45454545454545
110592,TEL-PPO,35.0,43,baseline,45.29318338911985,45.45454545454545
114688,TEL-PPO,35.0,43,baseline,45.33119884831835,45.45454545454545
118784,TEL-PPO,35.0,43,baseline,45.243361476808744,45.45454545454545
122880,TEL-PPO,35.0,43,baseline,45.17035448644311,45.45454545454545
126976,TEL-PPO,35.0,43,baseline,45.0938747073524,45.45454545454545
131072,TEL-PPO,35.0,43,baseline,45.0560977458954,45.45454545454545
135168,TEL-PPO,35.0,43,baseline,44.89068390661849,45.45454545454545
139264,TEL-PPO,35.0,43,baseline,45.01111997431143,45.45454545454545
143360,TEL-PPO,35.0,43,baseline,45.158245189581116,45.45454545454545
147456,TEL-PPO,35.0,43,baseline,45.055880435276755,45.45454545454545
151552,TEL-PPO,35.0,43,baseline,45.00278872577472,45.45454545454545
155648,TEL-PPO,35.0,43,baseline,45.01870896527553,45.45454545454545
159744,TEL-PPO,35.0,43,baseline,45.049896334298026,45.45454545454545
163840,TEL-PPO,35.0,43,baseline,45.18393082264806,45.45454545454545
167936,TEL-PPO,35.0,43,baseline,45.30973573448134,45.45454545454545
172032,TEL-PPO,35.0,43,baseline,45.480866552330525,45.45454545454545
176128,TEL-PPO,35.0,43,baseline,45.472964574117256,45.45454545454545
180224,TEL-PPO,35.0,43,baseline,45.295831539202446,45.45454545454545
184320,TEL-PPO,35.0,43,baseline,45.289291363209415,45.45454545454545
188416,TEL-PPO,35.0,43,baseline,45.06141770631077,45.45454545454545
192512,TEL-PPO,35.0,43,baseline,44.90554564166811,45.45454545454545
196608,TEL-PPO,35.0,43,baseline,44.83139753900467,45.45454545454545
0,TEL-PPO,35.0,43,baseline,58.32811728864909,47.61904761904763
4096,TEL-PPO,35.0,43,baseline,57.653794251848026,47.61904761904763
8192,TEL-PPO,35.0,43,baseline,57.065231323707984,47.61904761904763
12288,TEL-PPO,35.0,43,baseline,56.52629808196805,47.61904761904763
16384,TEL-PPO,35.0,43,baseline,55.853955838829336,47.61904761904763
20480,TEL-PPO,35.0,43,baseline,55.280015497002765,47.61904761904763
24576,TEL-PPO,35.0,43,baseline,54.59070783108477,47.61904761904763
28672,TEL-PPO,35.0,43,baseline,54.086034447420374,47.61904761904763
32768,TEL-PPO,35.0,43,baseline,53.43446231773115,47.61904761904763
36864,TEL-PPO,35.0,43,baseline,52.87451602285724,47.61904761904763
40960,TEL-PPO,35.0,43,baseline,52.40337939700109,47.61904761904763
45056,TEL-PPO,35.0,43,baseline,51.82980449683963,47.61904761904763
49152,TEL-PPO,35.0,43,baseline,51.32128824293615,47.61904761904763
53248,TEL-PPO,35.0,43,baseline,50.82543687103313,47.61904761904763
57344,TEL-PPO,35.0,43,baseline,50.29809978371485,47.61904761904763
61440,TEL-PPO,35.0,43,baseline,49.859102671966,47.61904761904763
65536,TEL-PPO,35.0,43,baseline,49.34507204126574,47.61904761904763
69632,TEL-PPO,35.0,43,baseline,48.92302765231585,47.61904761904763
73728,TEL-PPO,35.0,43,baseline,48.43585761589932,47.61904761904763
77824,TEL-PPO,35.0,43,baseline,48.045169855002385,47.61904761904763
81920,TEL-PPO,35.0,43,baseline,47.63566456688562,47.61904761904763
86016,TEL-PPO,35.0,43,baseline,47.476788986939994,47.61904761904763
90112,TEL-PPO,35.0,43,baseline,47.36092865513638,47.61904761904763
94208,TEL-PPO,35.0,43,baseline,47.250459491740884,47.61904761904763
98304,TEL-PPO,35.0,43,baseline,47.08567881817,47.61904761904763
102400,TEL-PPO,35.0,43,baseline,47.15026435581967,47.61904761904763
106496,TEL-PPO,35.0,43,baseline,47.00816839653997,47.61904761904763
110592,TEL-PPO,35.0,43,baseline,47.03138101799421,47.61904761904763
114688,TEL-PPO,35.0,43,baseline,47.07115483423692,47.61904761904763
118784,TEL-PPO,35.0,43,baseline,46.954693275503814,47.61904761904763
122880,TEL-PPO,35.0,43,baseline,47.070917550474434,47.61904761904763
126976,TEL-PPO,35.0,43,baseline,47.008019379340084,47.61904761904763
131072,TEL-PPO,35.0,43,baseline,46.76632468774913,47.61904761904763
135168,TEL-PPO,35.0,43,baseline,46.87479481520134,47.61904761904763
139264,TEL-PPO,35.0,43,baseline,46.974144415464224,47.61904761904763
143360,TEL-PPO,35.0,43,baseline,47.01445381715901,47.61904761904763
147456,TEL-PPO,35.0,43,baseline,47.07226835377517,47.61904761904763
151552,TEL-PPO,35.0,43,baseline,47.064151308033566,47.61904761904763
155648,TEL-PPO,35.0,43,baseline,47.05436786077915,47.61904761904763
159744,TEL-PPO,35.0,43,baseline,46.95764737902202,47.61904761904763
163840,TEL-PPO,35.0,43,baseline,46.905928227119055,47.61904761904763
167936,TEL-PPO,35.0,43,baseline,46.68236075667667,47.61904761904763
172032,TEL-PPO,35.0,43,baseline,46.7744848662987,47.61904761904763
176128,TEL-PPO,35.0,43,baseline,46.85913489712408,47.61904761904763
180224,TEL-PPO,35.0,43,baseline,47.010949312243554,47.61904761904763
184320,TEL-PPO,35.0,43,baseline,46.8962564822287,47.61904761904763
188416,TEL-PPO,35.0,43,baseline,46.963873538188516,47.61904761904763
192512,TEL-PPO,35.0,43,baseline,47.12630997132523,47.61904761904763
196608,TEL-PPO,35.0,43,baseline,47.2602022294886,47.61904761904763
200704,TEL-PPO,35.0,43,baseline,47.125351726077426,47.61904761904763
204800,TEL-PPO,35.0,43,baseline,47.10644828667863,47.61904761904763
208896,TEL-PPO,35.0,43,baseline,46.957732801325704,47.61904761904763
212992,TEL-PPO,35.0,43,baseline,47.005588037427515,47.61904761904763
217088,TEL-PPO,35.0,43,baseline,46.94869631063195,47.61904761904763
221184,TEL-PPO,35.0,43,baseline,46.92726404359556,47.61904761904763
225280,TEL-PPO,35.0,43,baseline,46.94753709156066,47.61904761904763
229376,TEL-PPO,35.0,43,baseline,46.97609192784874,47.61904761904763
233472,TEL-PPO,35.0,43,baseline,47.027645310387044,47.61904761904763
237568,TEL-PPO,35.0,43,baseline,47.05400486243889,47.61904761904763
0,TEL-PPO,35.0,44,baseline,47.34581909608099,45.45454545454545
4096,TEL-PPO,35.0,44,baseline,47.05872478103281,45.45454545454545
8192,TEL-PPO,35.0,44,baseline,46.912075954955085,45.45454545454545
12288,TEL-PPO,35.0,44,baseline,46.833520446903975,45.45454545454545
16384,TEL-PPO,35.0,44,baseline,46.70556878950449,45.45454545454545
20480,TEL-PPO,35.0,44,baseline,46.54248794540749,45.45454545454545
24576,TEL-PPO,35.0,44,baseline,46.24883436271922,45.45454545454545
28672,TEL-PPO,35.0,44,baseline,45.9199385619723,45.45454545454545
32768,TEL-PPO,35.0,44,baseline,45.698975491803125,45.45454545454545
36864,TEL-PPO,35.0,44,baseline,45.50615865038709,45.45454545454545
40960,TEL-PPO,35.0,44,baseline,45.11751846456906,45.45454545454545
45056,TEL-PPO,35.0,44,baseline,44.9969537972938,45.45454545454545
49152,TEL-PPO,35.0,44,baseline,44.93318812176581,45.45454545454545
53248,TEL-PPO,35.0,44,baseline,44.8138775622938,45.45454545454545
57344,TEL-PPO,35.0,44,baseline,44.73018726101146,45.45454545454545
61440,TEL-PPO,35.0,44,baseline,44.515729280188694,45.45454545454545
65536,TEL-PPO,35.0,44,baseline,44.54833724489444,45.45454545454545
69632,TEL-PPO,35.0,44,baseline,44.60227642883538,45.45454545454545
73728,TEL-PPO,35.0,44,baseline,44.50334890047104,45.45454545454545
77824,TEL-PPO,35.0,44,baseline,44.37797372508794,45.45454545454545
81920,TEL-PPO,35.0,44,baseline,44.44127914262934,45.45454545454545
86016,TEL-PPO,35.0,44,baseline,44.37070947419844,45.45454545454545
90112,TEL-PPO,35.0,44,baseline,44.3338497816586,45.45454545454545
94208,TEL-PPO,35.0,44,baseline,44.47681536991146,45.45454545454545
98304,TEL-PPO,35.0,44,baseline,44.44985001627366,45.45454545454545
102400,TEL-PPO,35.0,44,baseline,44.37683601863692,45.45454545454545
106496,TEL-PPO,35.0,44,baseline,44.12164835399013,45.45454545454545
110592,TEL-PPO,35.0,44,baseline,43.957661650143635,45.45454545454545
114688,TEL-PPO,35.0,44,baseline,44.07776720309633,45.45454545454545
118784,TEL-PPO,35.0,44,baseline,44.283417782746305,45.45454545454545
122880,TEL-PPO,35.0,44,baseline,44.32723470125339,45.45454545454545
126976,TEL-PPO,35.0,44,baseline,44.43408224871383,45.45454545454545
131072,TEL-PPO,35.0,44,baseline,44.397352259606066,45.45454545454545
135168,TEL-PPO,35.0,44,baseline,44.44087560335173,45.45454545454545
139264,TEL-PPO,35.0,44,baseline,44.63919708924371,45.45454545454545
143360,TEL-PPO,35.0,44,baseline,44.54082895070309,45.45454545454545
147456,TEL-PPO,35.0,44,baseline,44.49858678970487,45.45454545454545
151552,TEL-PPO,35.0,44,baseline,44.49434278858817,45.45454545454545
155648,TEL-PPO,35.0,44,baseline,44.319526880048244,45.45454545454545
159744,TEL-PPO,35.0,44,baseline,44.52956332545717,45.45454545454545
163840,TEL-PPO,35.0,44,baseline,44.41370367445059,45.45454545454545
167936,TEL-PPO,35.0,44,baseline,44.521424128208245,45.45454545454545
172032,TEL-PPO,35.0,44,baseline,44.62362916162231,45.45454545454545
176128,TEL-PPO,35.0,44,baseline,44.6462695295922,45.45454545454545
180224,TEL-PPO,35.0,44,baseline,44.480024456046465,45.45454545454545
184320,TEL-PPO,35.0,44,baseline,44.57902488345282,45.45454545454545
188416,TEL-PPO,35.0,44,baseline,44.69066764693714,45.45454545454545
192512,TEL-PPO,35.0,44,baseline,44.74212847836317,45.45454545454545
196608,TEL-PPO,35.0,44,baseline,44.68499431712551,45.45454545454545
0,TEL-PPO,35.0,44,baseline,51.637500655371866,47.61904761904763
4096,TEL-PPO,35.0,44,baseline,51.37533552572133,47.61904761904763
8192,TEL-PPO,35.0,44,baseline,51.080011196900145,47.61904761904763
12288,TEL-PPO,35.0,44,baseline,50.942186915781335,47.61904761904763
16384,TEL-PPO,35.0,44,baseline,50.900007414165856,47.61904761904763
20480,TEL-PPO,35.0,44,baseline,50.73743685148652,47.61904761904763
24576,TEL-PPO,35.0,44,baseline,50.48183716274795,47.61904761904763
28672,TEL-PPO,35.0,44,baseline,50.38298664009197,47.61904761904763
32768,TEL-PPO,35.0,44,baseline,50.458832861855676,47.61904761904763
36864,TEL-PPO,35.0,44,baseline,50.512178539298475,47.61904761904763
40960,TEL-PPO,35.0,44,baseline,50.43547553848471,47.61904761904763
45056,TEL-PPO,35.0,44,baseline,50.26373455487192,47.61904761904763
49152,TEL-PPO,35.0,44,baseline,50.10771759925405,47.61904761904763
53248,TEL-PPO,35.0,44,baseline,50.023814067244466,47.61904761904763
57344,TEL-PPO,35.0,44,baseline,49.845064684748564,47.61904761904763
61440,TEL-PPO,35.0,44,baseline,49.552930738776936,47.61904761904763
65536,TEL-PPO,35.0,44,baseline,49.414922691881635,47.61904761904763
69632,TEL-PPO,35.0,44,baseline,49.25803211750463,47.61904761904763
73728,TEL-PPO,35.0,44,baseline,49.22027556807734,47.61904761904763
77824,TEL-PPO,35.0,44,baseline,49.12731033563621,47.61904761904763
81920,TEL-PPO,35.0,44,baseline,49.34431943017992,47.61904761904763
86016,TEL-PPO,35.0,44,baseline,49.47172841988501,47.61904761904763
90112,TEL-PPO,35.0,44,baseline,49.22316095931451,47.61904761904763
94208,TEL-PPO,35.0,44,baseline,49.17046924494211,47.61904761904763
98304,TEL-PPO,35.0,44,baseline,48.963886200450276,47.61904761904763
102400,TEL-PPO,35.0,44,baseline,49.11512226797636,47.61904761904763
106496,TEL-PPO,35.0,44,baseline,49.00932055525473,47.61904761904763
110592,TEL-PPO,35.0,44,baseline,48.937726378906596,47.61904761904763
114688,TEL-PPO,35.0,44,baseline,48.920375104527935,47.61904761904763
118784,TEL-PPO,35.0,44,baseline,48.79237607819959,47.61904761904763
122880,TEL-PPO,35.0,44,baseline,48.691256252583116,47.61904761904763
126976,TEL-PPO,35.0,44,baseline,48.66421378264203,47.61904761904763
131072,TEL-PPO,35.0,44,baseline,48.816006419248836,47.61904761904763
135168,TEL-PPO,35.0,44,baseline,48.81033310573547,47.61904761904763
139264,TEL-PPO,35.0,44,baseline,48.88296663807691,47.61904761904763
143360,TEL-PPO,35.0,44,baseline,48.783864657860256,47.61904761904763
147456,TEL-PPO,35.0,44,baseline,48.63569137966262,47.61904761904763
151552,TEL-PPO,35.0,44,baseline,48.6008489136584,47.61904761904763
155648,TEL-PPO,35.0,44,baseline,48.455456798430596,47.61904761904763
159744,TEL-PPO,35.0,44,baseline,48.61187886493282,47.61904761904763
163840,TEL-PPO,35.0,44,baseline,48.63752380246308,47.61904761904763
167936,TEL-PPO,35.0,44,baseline,48.48666764283547,47.61904761904763
172032,TEL-PPO,35.0,44,baseline,48.526287476532204,47.61904761904763
176128,TEL-PPO,35.0,44,baseline,48.747937836218654,47.61904761904763
180224,TEL-PPO,35.0,44,baseline,48.81136223208149,47.61904761904763
184320,TEL-PPO,35.0,44,baseline,48.75125412829214,47.61904761904763
188416,TEL-PPO,35.0,44,baseline,48.708093590103054,47.61904761904763
192512,TEL-PPO,35.0,44,baseline,48.624885129742395,47.61904761904763
196608,TEL-PPO,35.0,44,baseline,48.713796037714964,47.61904761904763
0,TEL-PPO,35.0,45,baseline,53.122453490737655,45.45454545454545
4096,TEL-PPO,35.0,45,baseline,52.91908781742675,45.45454545454545
8192,TEL-PPO,35.0,45,baseline,52.78221797291195,45.45454545454545
12288,TEL-PPO,35.0,45,baseline,52.413552755955614,45.45454545454545
16384,TEL-PPO,35.0,45,baseline,52.09071299806231,45.45454545454545
20480,TEL-PPO,35.0,45,baseline,51.886904583312685,45.45454545454545
24576,TEL-PPO,35.0,45,baseline,51.75866612978279,45.45454545454545
28672,TEL-PPO,35.0,45,baseline,51.52262833202265,45.45454545454545
32768,TEL-PPO,35.0,45,baseline,51.355052419472464,45.45454545454545
36864,TEL-PPO,35.0,45,baseline,51.34121159696951,45.45454545454545
40960,TEL-PPO,35.0,45,baseline,51.234717683866634,45.45454545454545
45056,TEL-PPO,35.0,45,baseline,51.19413841608912,45.45454545454545
49152,TEL-PPO,35.0,45,baseline,51.03449075901874,45.45454545454545
53248,TEL-PPO,35.0,45,baseline,50.95438980311167,45.45454545454545
57344,TEL-PPO,35.0,45,baseline,50.65002393256873,45.45454545454545
61440,TEL-PPO,35.0,45,baseline,50.11891576647763,45.45454545454545
65536,TEL-PPO,35.0,45,baseline,50.14837043127049,45.45454545454545
69632,TEL-PPO,35.0,45,baseline,49.990993443410915,45.45454545454545
73728,TEL-PPO,35.0,45,baseline,49.60572948446491,45.45454545454545
77824,TEL-PPO,35.0,45,baseline,49.3142204307951,45.45454545454545
81920,TEL-PPO,35.0,45,baseline,48.887903467286364,45.45454545454545
86016,TEL-PPO,35.0,45,baseline,48.72051948029545,45.45454545454545
90112,TEL-PPO,35.0,45,baseline,48.60116709815331,45.45454545454545
94208,TEL-PPO,35.0,45,baseline,48.65703731914992,45.45454545454545
98304,TEL-PPO,35.0,45,baseline,48.60401597153397,45.45454545454545
102400,TEL-PPO,35.0,45,baseline,48.70655761007225,45.45454545454545
106496,TEL-PPO,35.0,45,baseline,48.665262109600064,45.45454545454545
110592,TEL-PPO,35.0,45,baseline,48.694002449046806,45.45454545454545
114688,TEL-PPO,35.0,45,baseline,48.662677709944525,45.45454545454545
118784,TEL-PPO,35.0,45,baseline,48.83853500289842,45.45454545454545
122880,TEL-PPO,35.0,45,baseline,48.78696130448954,45.45454545454545
126976,TEL-PPO,35.0,45,baseline,48.736853872891515,45.45454545454545
131072,TEL-PPO,35.0,45,baseline,48.69689558446412,45.45454545454545
135168,TEL-PPO,35.0,45,baseline,48.59351679915562,45.45454545454545
139264,TEL-PPO,35.0,45,baseline,48.730323293246364,45.45454545454545
143360,TEL-PPO,35.0,45,baseline,48.526108307298344,45.45454545454545
147456,TEL-PPO,35.0,45,baseline,48.56939695030449,45.45454545454545
151552,TEL-PPO,35.0,45,baseline,48.55199437215919,45.45454545454545
155648,TEL-PPO,35.0,45,baseline,48.56244136625904,45.45454545454545
159744,TEL-PPO,35.0,45,baseline,48.50383817637338,45.45454545454545
163840,TEL-PPO,35.0,45,baseline,48.42081519635389,45.45454545454545
167936,TEL-PPO,35.0,45,baseline,48.25094304420051,45.45454545454545
172032,TEL-PPO,35.0,45,baseline,48.28274266235526,45.45454545454545
176128,TEL-PPO,35.0,45,baseline,48.2289848891087,45.45454545454545
180224,TEL-PPO,35.0,45,baseline,48.09514339873566,45.45454545454545
184320,TEL-PPO,35.0,45,baseline,47.90334524447097,45.45454545454545
188416,TEL-PPO,35.0,45,baseline,47.895573963876785,45.45454545454545
192512,TEL-PPO,35.0,45,baseline,48.01243448117747,45.45454545454545
196608,TEL-PPO,35.0,45,baseline,47.88167509529748,45.45454545454545
200704,TEL-PPO,35.0,45,baseline,47.8282685466111,45.45454545454545
204800,TEL-PPO,35.0,45,baseline,47.68386697815735,45.45454545454545
208896,TEL-PPO,35.0,45,baseline,47.82658457709473,45.45454545454545
212992,TEL-PPO,35.0,45,baseline,47.753593550063655,45.45454545454545
217088,TEL-PPO,35.0,45,baseline,47.507231724914234,45.45454545454545
221184,TEL-PPO,35.0,45,baseline,47.58922273293135,45.45454545454545
225280,TEL-PPO,35.0,45,baseline,47.728143893647854,45.45454545454545
229376,TEL-PPO,35.0,45,baseline,47.57090603373951,45.45454545454545
233472,TEL-PPO,35.0,45,baseline,47.51477418048307,45.45454545454545
237568,TEL-PPO,35.0,45,baseline,47.41556490631771,45.45454545454545
241664,TEL-PPO,35.0,45,baseline,47.27708658995108,45.45454545454545
245760,TEL-PPO,35.0,45,baseline,47.383716766722515,45.45454545454545
249856,TEL-PPO,35.0,45,baseline,47.27362954849374,45.45454545454545
253952,TEL-PPO,35.0,45,baseline,47.24978040577839,45.45454545454545
