ts,event,queue,idx,gpu,info,cmd
2026-08-02T21:25:38+00:00,END,jobs,6,gpu6,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_ability.py --method ppo --q 55 --seed 43 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:25:38+00:00,START,jobs,13,gpu6,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 35 --seed 45 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:31:03+00:00,END,jobs,8,gpu1,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_ability.py --method ppo --q 55 --seed 45 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:31:03+00:00,START,jobs,14,gpu1,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 35 --seed 46 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:31:14+00:00,END,jobs,9,gpu0,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_ability.py --method ppo --q 55 --seed 46 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:31:14+00:00,START,jobs,15,gpu0,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 42 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:31:58+00:00,END,jobs,7,gpu7,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_ability.py --method ppo --q 55 --seed 44 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:31:58+00:00,START,jobs,16,gpu7,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 43 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:33:18+00:00,END,jobs,5,gpu5,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_ability.py --method ppo --q 55 --seed 42 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:33:18+00:00,START,jobs,17,gpu5,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 44 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:35:42+00:00,END,jobs,11,gpu3,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 35 --seed 43 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:35:42+00:00,START,jobs,18,gpu3,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 45 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:36:12+00:00,END,jobs,12,gpu4,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 35 --seed 44 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:36:12+00:00,START,jobs,19,gpu4,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 46 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:36:14+00:00,END,jobs,10,gpu2,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 35 --seed 42 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:36:14+00:00,START,jobs,20,gpu2,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 35 --seed 42 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:43:46+00:00,END,jobs,13,gpu6,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 35 --seed 45 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:43:46+00:00,START,jobs,21,gpu6,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 35 --seed 43 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:46:14+00:00,END,jobs,14,gpu1,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 35 --seed 46 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:46:14+00:00,START,jobs,22,gpu1,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 35 --seed 44 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:52:25+00:00,END,jobs,15,gpu0,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 42 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:52:25+00:00,START,jobs,23,gpu0,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 35 --seed 45 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:52:37+00:00,END,jobs,19,gpu4,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 46 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:52:37+00:00,START,jobs,24,gpu4,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 35 --seed 46 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:55:00+00:00,END,jobs,16,gpu7,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 43 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:55:00+00:00,START,jobs,25,gpu7,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 55 --seed 42 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:56:36+00:00,END,jobs,17,gpu5,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 44 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T21:56:36+00:00,START,jobs,26,gpu5,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 55 --seed 43 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T22:00:33+00:00,END,jobs,20,gpu2,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 35 --seed 42 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T22:00:33+00:00,START,jobs,27,gpu2,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 55 --seed 44 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T22:01:00+00:00,END,jobs,18,gpu3,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 45 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T22:01:00+00:00,START,jobs,28,gpu3,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 55 --seed 45 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T22:06:09+00:00,END,jobs,22,gpu1,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 35 --seed 44 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T22:06:09+00:00,START,jobs,29,gpu1,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 55 --seed 46 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T22:08:07+00:00,END,jobs,21,gpu6,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 35 --seed 43 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T22:13:43+00:00,END,jobs,24,gpu4,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 35 --seed 46 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T22:17:22+00:00,END,jobs,25,gpu7,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 55 --seed 42 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T22:18:35+00:00,END,jobs,23,gpu0,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 35 --seed 45 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T22:22:31+00:00,END,jobs,26,gpu5,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 55 --seed 43 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T22:24:31+00:00,END,jobs,27,gpu2,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 55 --seed 44 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T22:24:57+00:00,END,jobs,28,gpu3,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 55 --seed 45 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
2026-08-02T22:27:48+00:00,END,jobs,29,gpu1,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 55 --seed 46 --theory-align-v2 --override-conc-ramp-warmup 200 --episodes 6144000 --ablation-name r8_unified"
