step,method,q,seed,ablation,effort_mean,theoretical_effort
4096,TEL-PPO,40.0,42,baseline,101.78360006958249,54.6875
8192,TEL-PPO,40.0,42,baseline,99.21601189579785,54.6875
12288,TEL-PPO,40.0,42,baseline,96.50156245380653,54.6875
16384,TEL-PPO,40.0,42,baseline,93.94620468188069,54.6875
20480,TEL-PPO,40.0,42,baseline,90.96521298214788,54.6875
24576,TEL-PPO,40.0,42,baseline,87.79916284373019,54.6875
28672,TEL-PPO,40.0,42,baseline,85.11697271233422,54.6875
32768,TEL-PPO,40.0,42,baseline,82.96637481264776,54.6875
36864,TEL-PPO,40.0,42,baseline,80.43311825115221,54.6875
40960,TEL-PPO,40.0,42,baseline,77.53941211896021,54.6875
45056,TEL-PPO,40.0,42,baseline,74.55083375191319,54.6875
49152,TEL-PPO,40.0,42,baseline,72.21258025430132,54.6875
53248,TEL-PPO,40.0,42,baseline,69.7264518435114,54.6875
57344,TEL-PPO,40.0,42,baseline,67.38348467415194,54.6875
61440,TEL-PPO,40.0,42,baseline,65.16118405153976,54.6875
65536,TEL-PPO,40.0,42,baseline,63.28369130799548,54.6875
69632,TEL-PPO,40.0,42,baseline,61.21545480471104,54.6875
73728,TEL-PPO,40.0,42,baseline,59.47508511086936,54.6875
77824,TEL-PPO,40.0,42,baseline,58.14900855952867,54.6875
81920,TEL-PPO,40.0,42,baseline,56.96958858473231,54.6875
86016,TEL-PPO,40.0,42,baseline,56.03139424975952,54.6875
90112,TEL-PPO,40.0,42,baseline,55.5480683073401,54.6875
94208,TEL-PPO,40.0,42,baseline,55.21732731722297,54.6875
98304,TEL-PPO,40.0,42,baseline,54.92996733123445,54.6875
102400,TEL-PPO,40.0,42,baseline,54.84121643984693,54.6875
106496,TEL-PPO,40.0,42,baseline,54.79346696054557,54.6875
110592,TEL-PPO,40.0,42,baseline,54.869009933434455,54.6875
114688,TEL-PPO,40.0,42,baseline,54.78004729980606,54.6875
118784,TEL-PPO,40.0,42,baseline,54.75636895699423,54.6875
122880,TEL-PPO,40.0,42,baseline,54.76254100771617,54.6875
126976,TEL-PPO,40.0,42,baseline,54.671209670137586,54.6875
131072,TEL-PPO,40.0,42,baseline,54.80831562681125,54.6875
135168,TEL-PPO,40.0,42,baseline,54.91233838908371,54.6875
139264,TEL-PPO,40.0,42,baseline,54.67941588023666,54.6875
143360,TEL-PPO,40.0,42,baseline,54.786714083980755,54.6875
147456,TEL-PPO,40.0,42,baseline,54.62565517565231,54.6875
151552,TEL-PPO,40.0,42,baseline,54.81180169479926,54.6875
155648,TEL-PPO,40.0,42,baseline,54.6419894332067,54.6875
159744,TEL-PPO,40.0,42,baseline,54.59012289065865,54.6875
163840,TEL-PPO,40.0,42,baseline,54.64177820365883,54.6875
167936,TEL-PPO,40.0,42,baseline,54.51678450871248,54.6875
172032,TEL-PPO,40.0,42,baseline,54.73357431031761,54.6875
176128,TEL-PPO,40.0,42,baseline,54.680561548098915,54.6875
180224,TEL-PPO,40.0,42,baseline,54.76345353247598,54.6875
184320,TEL-PPO,40.0,42,baseline,54.79347976716231,54.6875
188416,TEL-PPO,40.0,42,baseline,54.76069146674128,54.6875
192512,TEL-PPO,40.0,42,baseline,54.6163803879171,54.6875
196608,TEL-PPO,40.0,42,baseline,54.518031375017074,54.6875
200704,TEL-PPO,40.0,42,baseline,54.31159028829998,54.6875
204800,TEL-PPO,40.0,42,baseline,54.49029983300716,54.6875
208896,TEL-PPO,40.0,42,baseline,54.425402819179034,54.6875
212992,TEL-PPO,40.0,42,baseline,54.274415548425125,54.6875
217088,TEL-PPO,40.0,42,baseline,54.25107798352837,54.6875
221184,TEL-PPO,40.0,42,baseline,54.21556256618359,54.6875
225280,TEL-PPO,40.0,42,baseline,54.1299047451466,54.6875
229376,TEL-PPO,40.0,42,baseline,54.08059409679858,54.6875
233472,TEL-PPO,40.0,42,baseline,54.000338595360454,54.6875
237568,TEL-PPO,40.0,42,baseline,54.11182199278851,54.6875
241664,TEL-PPO,40.0,42,baseline,54.246461688540705,54.6875
245760,TEL-PPO,40.0,42,baseline,54.39248204277825,54.6875
249856,TEL-PPO,40.0,42,baseline,54.48470946820454,54.6875
253952,TEL-PPO,40.0,42,baseline,54.51269596582279,54.6875
258048,TEL-PPO,40.0,42,baseline,54.43997332453735,54.6875
262144,TEL-PPO,40.0,42,baseline,54.47131537692613,54.6875
266240,TEL-PPO,40.0,42,baseline,54.61495759943502,54.6875
270336,TEL-PPO,40.0,42,baseline,54.91894308198239,54.6875
274432,TEL-PPO,40.0,42,baseline,54.93156631989406,54.6875
278528,TEL-PPO,40.0,42,baseline,55.00672632968046,54.6875
282624,TEL-PPO,40.0,42,baseline,54.91560708545143,54.6875
286720,TEL-PPO,40.0,42,baseline,55.03405564837155,54.6875
290816,TEL-PPO,40.0,42,baseline,54.99226083885877,54.6875
294912,TEL-PPO,40.0,42,baseline,54.813835634850015,54.6875
299008,TEL-PPO,40.0,42,baseline,54.65148326801142,54.6875
303104,TEL-PPO,40.0,42,baseline,54.83474130136896,54.6875
307200,TEL-PPO,40.0,42,baseline,54.684042439330426,54.6875
311296,TEL-PPO,40.0,42,baseline,54.74092383123926,54.6875
315392,TEL-PPO,40.0,42,baseline,54.57935898425056,54.6875
319488,TEL-PPO,40.0,42,baseline,54.60498607205227,54.6875
323584,TEL-PPO,40.0,42,baseline,54.70831143809478,54.6875
327680,TEL-PPO,40.0,42,baseline,54.69646076159551,54.6875
331776,TEL-PPO,40.0,42,baseline,54.74586977530265,54.6875
335872,TEL-PPO,40.0,42,baseline,54.918944147881135,54.6875
339968,TEL-PPO,40.0,42,baseline,54.93533002818006,54.6875
344064,TEL-PPO,40.0,42,baseline,54.92937621707093,54.6875
348160,TEL-PPO,40.0,42,baseline,54.71483176806936,54.6875
352256,TEL-PPO,40.0,42,baseline,54.680057942867215,54.6875
356352,TEL-PPO,40.0,42,baseline,54.75223485054444,54.6875
360448,TEL-PPO,40.0,42,baseline,54.829831209499545,54.6875
364544,TEL-PPO,40.0,42,baseline,54.82449795678261,54.6875
368640,TEL-PPO,40.0,42,baseline,54.62855880614369,54.6875
372736,TEL-PPO,40.0,42,baseline,54.488217356149164,54.6875
376832,TEL-PPO,40.0,42,baseline,54.41543487226585,54.6875
380928,TEL-PPO,40.0,42,baseline,54.510858058929514,54.6875
385024,TEL-PPO,40.0,42,baseline,54.46921584755174,54.6875
389120,TEL-PPO,40.0,42,baseline,54.26695253001531,54.6875
393216,TEL-PPO,40.0,42,baseline,54.15998572856196,54.6875
397312,TEL-PPO,40.0,42,baseline,54.135775043163555,54.6875
401408,TEL-PPO,40.0,42,baseline,53.92622119002049,54.6875
405504,TEL-PPO,40.0,42,baseline,53.76231247698884,54.6875
409600,TEL-PPO,40.0,42,baseline,53.61173236928883,54.6875
413696,TEL-PPO,40.0,42,baseline,53.57632972905415,54.6875
417792,TEL-PPO,40.0,42,baseline,53.38520014192905,54.6875
421888,TEL-PPO,40.0,42,baseline,53.27705439692352,54.6875
425984,TEL-PPO,40.0,42,baseline,53.110787861514815,54.6875
430080,TEL-PPO,40.0,42,baseline,53.21269406937078,54.6875
434176,TEL-PPO,40.0,42,baseline,53.225234081037385,54.6875
438272,TEL-PPO,40.0,42,baseline,53.26807376602659,54.6875
442368,TEL-PPO,40.0,42,baseline,53.44667277531708,54.6875
446464,TEL-PPO,40.0,42,baseline,53.39682100666688,54.6875
450560,TEL-PPO,40.0,42,baseline,53.43514134455468,54.6875
454656,TEL-PPO,40.0,42,baseline,53.49503767676654,54.6875
458752,TEL-PPO,40.0,42,baseline,53.68637794256213,54.6875
462848,TEL-PPO,40.0,42,baseline,53.45311328303066,54.6875
466944,TEL-PPO,40.0,42,baseline,53.48652967484669,54.6875
471040,TEL-PPO,40.0,42,baseline,53.61193359689788,54.6875
475136,TEL-PPO,40.0,42,baseline,53.48779787309461,54.6875
479232,TEL-PPO,40.0,42,baseline,53.52547297207643,54.6875
483328,TEL-PPO,40.0,42,baseline,53.53794936928913,54.6875
487424,TEL-PPO,40.0,42,baseline,53.44263308634977,54.6875
491520,TEL-PPO,40.0,42,baseline,53.45033683720981,54.6875
495616,TEL-PPO,40.0,42,baseline,53.47087957756601,54.6875
499712,TEL-PPO,40.0,42,baseline,53.699028753675584,54.6875
503808,TEL-PPO,40.0,42,baseline,53.804451208561616,54.6875
507904,TEL-PPO,40.0,42,baseline,53.73479663347824,54.6875
512000,TEL-PPO,40.0,42,baseline,53.84826270770283,54.6875
516096,TEL-PPO,40.0,42,baseline,53.73905178392312,54.6875
520192,TEL-PPO,40.0,42,baseline,53.68574846675624,54.6875
524288,TEL-PPO,40.0,42,baseline,53.80791561910876,54.6875
528384,TEL-PPO,40.0,42,baseline,53.99932366469872,54.6875
532480,TEL-PPO,40.0,42,baseline,53.84424951253458,54.6875
536576,TEL-PPO,40.0,42,baseline,53.89037081692365,54.6875
540672,TEL-PPO,40.0,42,baseline,53.75584370363496,54.6875
544768,TEL-PPO,40.0,42,baseline,53.91971392370763,54.6875
548864,TEL-PPO,40.0,42,baseline,53.96956257382402,54.6875
552960,TEL-PPO,40.0,42,baseline,54.02769020711997,54.6875
557056,TEL-PPO,40.0,42,baseline,53.86487567843868,54.6875
561152,TEL-PPO,40.0,42,baseline,53.908323837909855,54.6875
565248,TEL-PPO,40.0,42,baseline,53.64855875261127,54.6875
569344,TEL-PPO,40.0,42,baseline,53.46740894299019,54.6875
573440,TEL-PPO,40.0,42,baseline,53.563809573184614,54.6875
577536,TEL-PPO,40.0,42,baseline,53.4565713671036,54.6875
581632,TEL-PPO,40.0,42,baseline,53.54412302467962,54.6875
585728,TEL-PPO,40.0,42,baseline,53.740745163057,54.6875
589824,TEL-PPO,40.0,42,baseline,53.69216792518276,54.6875
593920,TEL-PPO,40.0,42,baseline,53.592461475636725,54.6875
598016,TEL-PPO,40.0,42,baseline,53.51087201386686,54.6875
602112,TEL-PPO,40.0,42,baseline,53.333084759302345,54.6875
606208,TEL-PPO,40.0,42,baseline,53.07053389027708,54.6875
610304,TEL-PPO,40.0,42,baseline,52.83037548698489,54.6875
614400,TEL-PPO,40.0,42,baseline,52.97199731413272,54.6875
618496,TEL-PPO,40.0,42,baseline,52.76244131661956,54.6875
622592,TEL-PPO,40.0,42,baseline,52.59199030091993,54.6875
626688,TEL-PPO,40.0,42,baseline,52.476847748737846,54.6875
630784,TEL-PPO,40.0,42,baseline,52.462905658874604,54.6875
634880,TEL-PPO,40.0,42,baseline,52.624879274051644,54.6875
638976,TEL-PPO,40.0,42,baseline,52.5032413243316,54.6875
643072,TEL-PPO,40.0,42,baseline,52.5784377325327,54.6875
647168,TEL-PPO,40.0,42,baseline,52.6893222555518,54.6875
651264,TEL-PPO,40.0,42,baseline,52.90809078328314,54.6875
655360,TEL-PPO,40.0,42,baseline,53.03203168045725,54.6875
659456,TEL-PPO,40.0,42,baseline,53.10071590077132,54.6875
663552,TEL-PPO,40.0,42,baseline,53.19768969668081,54.6875
667648,TEL-PPO,40.0,42,baseline,53.09358990285548,54.6875
671744,TEL-PPO,40.0,42,baseline,52.850491798948525,54.6875
675840,TEL-PPO,40.0,42,baseline,52.9046398904175,54.6875
679936,TEL-PPO,40.0,42,baseline,52.97479232633482,54.6875
684032,TEL-PPO,40.0,42,baseline,52.76318650133902,54.6875
688128,TEL-PPO,40.0,42,baseline,52.60940929874776,54.6875
692224,TEL-PPO,40.0,42,baseline,52.59229861153292,54.6875
696320,TEL-PPO,40.0,42,baseline,52.74197422154239,54.6875
700416,TEL-PPO,40.0,42,baseline,52.77727381046853,54.6875
704512,TEL-PPO,40.0,42,baseline,52.96074882987884,54.6875
708608,TEL-PPO,40.0,42,baseline,52.89051067223775,54.6875
712704,TEL-PPO,40.0,42,baseline,52.89900127099834,54.6875
716800,TEL-PPO,40.0,42,baseline,53.00336233852441,54.6875
720896,TEL-PPO,40.0,42,baseline,52.9012939310633,54.6875
724992,TEL-PPO,40.0,42,baseline,52.70373426098376,54.6875
729088,TEL-PPO,40.0,42,baseline,52.66842067241665,54.6875
733184,TEL-PPO,40.0,42,baseline,52.63578365650029,54.6875
737280,TEL-PPO,40.0,42,baseline,52.687494302634136,54.6875
741376,TEL-PPO,40.0,42,baseline,52.810033681802466,54.6875
745472,TEL-PPO,40.0,42,baseline,52.7682519280352,54.6875
749568,TEL-PPO,40.0,42,baseline,52.77338977111495,54.6875
753664,TEL-PPO,40.0,42,baseline,52.870715822558836,54.6875
757760,TEL-PPO,40.0,42,baseline,52.8726011565886,54.6875
761856,TEL-PPO,40.0,42,baseline,52.97955729812381,54.6875
765952,TEL-PPO,40.0,42,baseline,53.0979593433439,54.6875
770048,TEL-PPO,40.0,42,baseline,53.0106042250991,54.6875
774144,TEL-PPO,40.0,42,baseline,52.960084763821214,54.6875
778240,TEL-PPO,40.0,42,baseline,52.95240054652089,54.6875
782336,TEL-PPO,40.0,42,baseline,53.1947436854244,54.6875
786432,TEL-PPO,40.0,42,baseline,53.37610909063375,54.6875
790528,TEL-PPO,40.0,42,baseline,53.305859318003144,54.6875
794624,TEL-PPO,40.0,42,baseline,53.40569927450272,54.6875
798720,TEL-PPO,40.0,42,baseline,53.26932739326735,54.6875
802816,TEL-PPO,40.0,42,baseline,53.297280985861946,54.6875
806912,TEL-PPO,40.0,42,baseline,53.110373129602515,54.6875
811008,TEL-PPO,40.0,42,baseline,52.99207718018445,54.6875
815104,TEL-PPO,40.0,42,baseline,53.06474163476376,54.6875
819200,TEL-PPO,40.0,42,baseline,53.27722925553102,54.6875
823296,TEL-PPO,40.0,42,baseline,53.446462238673135,54.6875
827392,TEL-PPO,40.0,42,baseline,53.51460309745755,54.6875
831488,TEL-PPO,40.0,42,baseline,53.74173701554537,54.6875
835584,TEL-PPO,40.0,42,baseline,53.73705577896905,54.6875
839680,TEL-PPO,40.0,42,baseline,53.813520448282404,54.6875
843776,TEL-PPO,40.0,42,baseline,53.887655839324026,54.6875
847872,TEL-PPO,40.0,42,baseline,53.83427061466508,54.6875
851968,TEL-PPO,40.0,42,baseline,53.98081391025329,54.6875
856064,TEL-PPO,40.0,42,baseline,54.11641230667024,54.6875
860160,TEL-PPO,40.0,42,baseline,54.06253936840223,54.6875
864256,TEL-PPO,40.0,42,baseline,53.94814278883861,54.6875
868352,TEL-PPO,40.0,42,baseline,54.03554337145758,54.6875
872448,TEL-PPO,40.0,42,baseline,54.08096482092526,54.6875
876544,TEL-PPO,40.0,42,baseline,54.27466955687852,54.6875
880640,TEL-PPO,40.0,42,baseline,54.27171994186945,54.6875
884736,TEL-PPO,40.0,42,baseline,54.24207839556037,54.6875
888832,TEL-PPO,40.0,42,baseline,54.381018550135245,54.6875
892928,TEL-PPO,40.0,42,baseline,54.464260437060176,54.6875
897024,TEL-PPO,40.0,42,baseline,54.33579227328305,54.6875
901120,TEL-PPO,40.0,42,baseline,54.184284307528294,54.6875
905216,TEL-PPO,40.0,42,baseline,54.21599616762259,54.6875
909312,TEL-PPO,40.0,42,baseline,54.12091038422656,54.6875
913408,TEL-PPO,40.0,42,baseline,54.23982966877527,54.6875
917504,TEL-PPO,40.0,42,baseline,54.2501190798357,54.6875
921600,TEL-PPO,40.0,42,baseline,54.34185868036009,54.6875
925696,TEL-PPO,40.0,42,baseline,54.23697222722686,54.6875
929792,TEL-PPO,40.0,42,baseline,54.32691199379032,54.6875
933888,TEL-PPO,40.0,42,baseline,54.349487987812566,54.6875
937984,TEL-PPO,40.0,42,baseline,54.39277489576487,54.6875
942080,TEL-PPO,40.0,42,baseline,54.38469578977667,54.6875
946176,TEL-PPO,40.0,42,baseline,54.546132194343954,54.6875
950272,TEL-PPO,40.0,42,baseline,54.483793952036606,54.6875
954368,TEL-PPO,40.0,42,baseline,54.58850164338948,54.6875
958464,TEL-PPO,40.0,42,baseline,54.67115592584011,54.6875
962560,TEL-PPO,40.0,42,baseline,54.61883587436754,54.6875
966656,TEL-PPO,40.0,42,baseline,54.480401444248855,54.6875
970752,TEL-PPO,40.0,42,baseline,54.33054323075332,54.6875
974848,TEL-PPO,40.0,42,baseline,54.446241095196555,54.6875
978944,TEL-PPO,40.0,42,baseline,54.308954570908135,54.6875
983040,TEL-PPO,40.0,42,baseline,54.22641978599134,54.6875
987136,TEL-PPO,40.0,42,baseline,54.307059380691484,54.6875
991232,TEL-PPO,40.0,42,baseline,54.33613214921209,54.6875
995328,TEL-PPO,40.0,42,baseline,54.428736703936025,54.6875
999424,TEL-PPO,40.0,42,baseline,54.62492904951805,54.6875
1003520,TEL-PPO,40.0,42,baseline,54.50180867686868,54.6875
1007616,TEL-PPO,40.0,42,baseline,54.52367860125373,54.6875
1011712,TEL-PPO,40.0,42,baseline,54.33102551242336,54.6875
1015808,TEL-PPO,40.0,42,baseline,54.539397464133685,54.6875
1019904,TEL-PPO,40.0,42,baseline,54.333117745351004,54.6875
1024000,TEL-PPO,40.0,42,baseline,54.34893061639745,54.6875
1028096,TEL-PPO,40.0,42,baseline,54.20934640336782,54.6875
1032192,TEL-PPO,40.0,42,baseline,54.35261905612418,54.6875
1036288,TEL-PPO,40.0,42,baseline,54.476095459423874,54.6875
1040384,TEL-PPO,40.0,42,baseline,54.66285591665656,54.6875
1044480,TEL-PPO,40.0,42,baseline,54.79552809707822,54.6875
1048576,TEL-PPO,40.0,42,baseline,54.78304914757615,54.6875
1052672,TEL-PPO,40.0,42,baseline,54.86993536679071,54.6875
1056768,TEL-PPO,40.0,42,baseline,54.899135874584175,54.6875
1060864,TEL-PPO,40.0,42,baseline,55.0830292068422,54.6875
1064960,TEL-PPO,40.0,42,baseline,54.927992239128756,54.6875
1069056,TEL-PPO,40.0,42,baseline,54.95928461523722,54.6875
1073152,TEL-PPO,40.0,42,baseline,54.92185211181638,54.6875
1077248,TEL-PPO,40.0,42,baseline,54.85342324385422,54.6875
1081344,TEL-PPO,40.0,42,baseline,54.95704079326242,54.6875
1085440,TEL-PPO,40.0,42,baseline,55.14113023411481,54.6875
1089536,TEL-PPO,40.0,42,baseline,55.15300809498875,54.6875
1093632,TEL-PPO,40.0,42,baseline,55.04798383405435,54.6875
1097728,TEL-PPO,40.0,42,baseline,55.11462801136081,54.6875
1101824,TEL-PPO,40.0,42,baseline,55.06924558570606,54.6875
1105920,TEL-PPO,40.0,42,baseline,55.12539596995332,54.6875
1110016,TEL-PPO,40.0,42,baseline,55.16331299766901,54.6875
1114112,TEL-PPO,40.0,42,baseline,55.1074697854928,54.6875
