step,method,q,seed,ablation,effort_mean,agent1_effort,agent2_effort,theoretical_effort
24,GRADIENT,25.0,42,baseline,87.47099037527273,86.97175303565149,87.97022771489398,87.5
25,GRADIENT,25.0,42,baseline,87.46978242979594,86.97057664436174,87.96898821523015,87.5
26,GRADIENT,25.0,42,baseline,87.46857516460167,86.96940091558403,87.9677494136193,87.5
27,GRADIENT,25.0,42,baseline,87.4630522594572,86.96390952909667,87.96219498981773,87.5
28,GRADIENT,25.0,42,baseline,87.4618466259675,86.96273539651558,87.9609578554194,87.5
29,GRADIENT,25.0,42,baseline,87.45632966677334,86.95724992049257,87.9554094130541,87.5
30,GRADIENT,25.0,42,baseline,87.45512566245452,86.9560773816184,87.95417394329064,87.5
31,GRADIENT,25.0,42,baseline,87.45823002965281,86.9592131965458,87.95724686275982,87.5
32,GRADIENT,25.0,42,baseline,87.45702710934505,86.95804170626259,87.9560125124275,87.5
33,GRADIENT,25.0,42,baseline,87.46012825325158,86.96117426250007,87.9590822440031,87.5
34,GRADIENT,25.0,42,baseline,87.45892641612542,86.96000382002218,87.95784901222865,87.5
35,GRADIENT,25.0,42,baseline,87.45342617078447,86.9545349516578,87.95231738991114,87.5
36,GRADIENT,25.0,42,baseline,87.45652289164849,86.95766303183761,87.95538275145938,87.5
37,GRADIENT,25.0,42,baseline,87.46820744300823,86.96937892486326,87.96703596115317,87.5
38,GRADIENT,25.0,42,baseline,87.46700750041995,86.968210306302,87.96580469453792,87.5
39,GRADIENT,25.0,42,baseline,87.46580823311594,86.96704234539693,87.96457412083494,87.5
40,GRADIENT,25.0,42,baseline,87.46460964067847,86.96587504174131,87.96334423961565,87.5
41,GRADIENT,25.0,42,baseline,87.45912551911732,86.96042219135576,87.9578288468789,87.5
42,GRADIENT,25.0,42,baseline,87.45364448330513,86.95497240912383,87.95231655748643,87.5
43,GRADIENT,25.0,42,baseline,87.44816653133387,86.94952569314837,87.94680736951936,87.5
44,GRADIENT,25.0,42,baseline,87.44697143877856,86.94836181901528,87.94558105854185,87.5
45,GRADIENT,25.0,42,baseline,87.4414993809604,86.94292096205659,87.9400777998642,87.5
46,GRADIENT,25.0,42,baseline,87.44030590019206,86.94175866459587,87.93885313578825,87.5
47,GRADIENT,25.0,42,baseline,87.43911309077237,86.94059702094276,87.93762916060196,87.5
48,GRADIENT,25.0,42,baseline,87.43792095228639,86.9394360306932,87.93640587387956,87.5
49,GRADIENT,25.0,42,baseline,87.44526766178359,86.94681387090748,87.94372145265972,87.5
50,GRADIENT,25.0,42,baseline,87.44407633097318,87.44407633097318,87.44407633097318,87.5
51,GRADIENT,25.0,42,baseline,87.44715049086378,87.44715049086378,87.44715049086378,87.5
52,GRADIENT,25.0,42,baseline,87.45022292197892,87.45022292197892,87.45022292197892,87.5
53,GRADIENT,25.0,42,baseline,87.44477251147441,87.44477251147441,87.44477251147441,87.5
54,GRADIENT,25.0,42,baseline,87.46061729909488,87.46061729909488,87.46061729909488,87.5
55,GRADIENT,25.0,42,baseline,87.47219688030451,87.47219688030451,87.47219688030451,87.5
56,GRADIENT,25.0,42,baseline,87.46675327383603,87.46675327383603,87.46675327383603,87.5
57,GRADIENT,25.0,42,baseline,87.46131272777022,87.46131272777022,87.46131272777022,87.5
58,GRADIENT,25.0,42,baseline,87.46862498884657,87.46862498884657,87.46862498884657,87.5
59,GRADIENT,25.0,42,baseline,87.46318976565996,87.46318976565996,87.46318976565996,87.5
60,GRADIENT,25.0,42,baseline,87.46624893236812,87.46624893236812,87.46624893236812,87.5
61,GRADIENT,25.0,42,baseline,87.46081929054434,87.46081929054434,87.46081929054434,87.5
62,GRADIENT,25.0,42,baseline,87.47235839142915,87.47235839142915,87.47235839142915,87.5
63,GRADIENT,25.0,42,baseline,87.4669337990121,87.4669337990121,87.4669337990121,87.5
64,GRADIENT,25.0,42,baseline,87.46574943751646,87.46574943751646,87.46574943751646,87.5
65,GRADIENT,25.0,42,baseline,87.46880080537277,87.46880080537277,87.46880080537277,87.5
66,GRADIENT,25.0,42,baseline,87.46338456606925,87.46338456606925,87.46338456606925,87.5
67,GRADIENT,25.0,42,baseline,87.46220219989331,87.46220219989331,87.46220219989331,87.5
68,GRADIENT,25.0,42,baseline,87.45679178366511,87.45679178366511,87.45679178366511,87.5
69,GRADIENT,25.0,42,baseline,87.4513844071663,87.4513844071663,87.4513844071663,87.5
70,GRADIENT,25.0,42,baseline,87.45442904196067,87.45442904196067,87.45442904196067,87.5
71,GRADIENT,25.0,42,baseline,87.45324959190272,87.45324959190272,87.45324959190272,87.5
72,GRADIENT,25.0,42,baseline,87.44785054109605,87.44785054109605,87.44785054109605,87.5
73,GRADIENT,25.0,42,baseline,87.4424545229662,87.4424545229662,87.4424545229662,87.5
74,GRADIENT,25.0,42,baseline,87.46235780012658,87.46235780012658,87.46235780012658,87.5
75,GRADIENT,25.0,42,baseline,87.45696628238235,87.45696628238235,87.45696628238235,87.5
76,GRADIENT,25.0,42,baseline,87.4557896216753,87.4557896216753,87.4557896216753,87.5
77,GRADIENT,25.0,42,baseline,87.45040389858404,87.45040389858404,87.45040389858404,87.5
78,GRADIENT,25.0,42,baseline,87.4618516731108,87.4618516731108,87.4618516731108,87.5
79,GRADIENT,25.0,42,baseline,87.45647096145476,87.45647096145476,87.45647096145476,87.5
80,GRADIENT,25.0,42,baseline,87.45950009450989,87.45950009450989,87.45950009450989,87.5
81,GRADIENT,25.0,42,baseline,87.45832621678845,87.45832621678845,87.45832621678845,87.5
82,GRADIENT,25.0,42,baseline,87.46135220750239,87.46135220750239,87.46135220750239,87.5
83,GRADIENT,25.0,42,baseline,87.46437649943203,87.46437649943203,87.46437649943203,87.5
84,GRADIENT,25.0,42,baseline,87.45900907116899,87.45900907116899,87.45900907116899,87.5
85,GRADIENT,25.0,42,baseline,87.45783756956034,87.45783756956034,87.45783756956034,87.5
86,GRADIENT,25.0,42,baseline,87.45666672552218,87.45666672552218,87.45666672552218,87.5
87,GRADIENT,25.0,42,baseline,87.45130781679316,87.45130781679316,87.45130781679316,87.5
88,GRADIENT,25.0,42,baseline,87.45851179820784,87.45851179820784,87.45851179820784,87.5
89,GRADIENT,25.0,42,baseline,87.45734266828568,87.45734266828568,87.45734266828568,87.5
90,GRADIENT,25.0,42,baseline,87.45199175254493,87.45199175254493,87.45199175254493,87.5
91,GRADIENT,25.0,42,baseline,87.44664383948424,87.44664383948424,87.44664383948424,87.5
92,GRADIENT,25.0,42,baseline,87.44547718777342,87.44547718777342,87.44547718777342,87.5
93,GRADIENT,25.0,42,baseline,87.44013501927284,87.44013501927284,87.44013501927284,87.5
94,GRADIENT,25.0,42,baseline,87.43896993135634,87.43896993135634,87.43896993135634,87.5
95,GRADIENT,25.0,42,baseline,87.45032148587157,87.45032148587157,87.45032148587157,87.5
96,GRADIENT,25.0,42,baseline,87.44498703111643,87.44498703111643,87.44498703111643,87.5
97,GRADIENT,25.0,42,baseline,87.44382339413421,87.44382339413421,87.44382339413421,87.5
98,GRADIENT,25.0,42,baseline,87.44682615127596,87.44682615127596,87.44682615127596,87.5
99,GRADIENT,25.0,42,baseline,87.445663565622,87.445663565622,87.445663565622,87.5
100,GRADIENT,25.0,42,baseline,87.44450163203666,87.44450163203666,87.44450163203666,87.5
101,GRADIENT,25.0,42,baseline,87.4391808542124,87.4391808542124,87.4391808542124,87.5
102,GRADIENT,25.0,42,baseline,87.4338630603711,87.4338630603711,87.4338630603711,87.5
103,GRADIENT,25.0,42,baseline,87.43685892357846,87.43685892357846,87.43685892357846,87.5
104,GRADIENT,25.0,42,baseline,87.43985310683678,87.43985310683678,87.43985310683678,87.5
105,GRADIENT,25.0,42,baseline,87.44284561117905,87.44284561117905,87.44284561117905,87.5
106,GRADIENT,25.0,42,baseline,87.44168733007733,87.44168733007733,87.44168733007733,87.5
107,GRADIENT,25.0,42,baseline,87.44882376439638,87.44882376439638,87.44882376439638,87.5
108,GRADIENT,25.0,42,baseline,87.44766627880185,87.44766627880185,87.44766627880185,87.5
109,GRADIENT,25.0,42,baseline,87.44650944209897,87.44650944209897,87.44650944209897,87.5
110,GRADIENT,25.0,42,baseline,87.44535325388892,87.44535325388892,87.44535325388892,87.5
111,GRADIENT,25.0,42,baseline,87.44005896861424,87.44005896861424,87.44005896861424,87.5
112,GRADIENT,25.0,42,baseline,87.43476765085875,87.43476765085875,87.43476765085875,87.5
113,GRADIENT,25.0,42,baseline,87.43361390624747,87.43361390624747,87.43361390624747,87.5
114,GRADIENT,25.0,42,baseline,87.42832826811129,87.42832826811129,87.42832826811129,87.5
115,GRADIENT,25.0,42,baseline,87.42304559216792,87.42304559216792,87.42304559216792,87.5
116,GRADIENT,25.0,42,baseline,87.4177658765977,87.4177658765977,87.4177658765977,87.5
117,GRADIENT,25.0,42,baseline,87.41661546401562,87.41661546401562,87.41661546401562,87.5
118,GRADIENT,25.0,42,baseline,87.41134141478574,87.41134141478574,87.41134141478574,87.5
119,GRADIENT,25.0,42,baseline,87.41019253973766,87.41019253973766,87.41019253973766,87.5
120,GRADIENT,25.0,42,baseline,87.40904430837215,87.40904430837215,87.40904430837215,87.5
121,GRADIENT,25.0,42,baseline,87.41201481822593,87.41201481822593,87.41201481822593,87.5
122,GRADIENT,25.0,42,baseline,87.4108676250821,87.4108676250821,87.4108676250821,87.5
123,GRADIENT,25.0,42,baseline,87.40560709371127,87.40560709371127,87.40560709371127,87.5
124,GRADIENT,25.0,42,baseline,87.40034950903535,87.40034950903535,87.40034950903535,87.5
125,GRADIENT,25.0,42,baseline,87.40331460506805,87.40331460506805,87.40331460506805,87.5
126,GRADIENT,25.0,42,baseline,87.40627804037585,87.40627804037585,87.40627804037585,87.5
127,GRADIENT,25.0,42,baseline,87.40102829783643,87.40102829783643,87.40102829783643,87.5
128,GRADIENT,25.0,42,baseline,87.40398890769991,87.40398890769991,87.40398890769991,87.5
129,GRADIENT,25.0,42,baseline,87.41104951395603,87.41104951395603,87.41104951395603,87.5
130,GRADIENT,25.0,42,baseline,87.40580735594209,87.40580735594209,87.40580735594209,87.5
131,GRADIENT,25.0,42,baseline,87.40876324064763,87.40876324064763,87.40876324064763,87.5
132,GRADIENT,25.0,42,baseline,87.41990848018438,87.41990848018438,87.41990848018438,87.5
133,GRADIENT,25.0,42,baseline,87.41467365098892,87.41467365098892,87.41467365098892,87.5
134,GRADIENT,25.0,42,baseline,87.42171598387428,87.42171598387428,87.42171598387428,87.5
135,GRADIENT,25.0,42,baseline,87.41648628007161,87.41648628007161,87.41648628007161,87.5
136,GRADIENT,25.0,42,baseline,87.41125950381348,87.41125950381348,87.41125950381348,87.5
137,GRADIENT,25.0,42,baseline,87.41012092970848,87.41012092970848,87.41012092970848,87.5
138,GRADIENT,25.0,42,baseline,87.40898299289971,87.40898299289971,87.40898299289971,87.5
139,GRADIENT,25.0,42,baseline,87.40376450084787,87.40376450084787,87.40376450084787,87.5
140,GRADIENT,25.0,42,baseline,87.41486553565078,87.41486553565078,87.41486553565078,87.5
141,GRADIENT,25.0,42,baseline,87.41372902191458,87.41372902191458,87.41372902191458,87.5
142,GRADIENT,25.0,42,baseline,87.40851807076493,87.40851807076493,87.40851807076493,87.5
143,GRADIENT,25.0,42,baseline,87.40738307145742,87.40738307145742,87.40738307145742,87.5
144,GRADIENT,25.0,42,baseline,87.40624870724206,87.40624870724206,87.40624870724206,87.5
145,GRADIENT,25.0,42,baseline,87.40104601386331,87.40104601386331,87.40104601386331,87.5
146,GRADIENT,25.0,42,baseline,87.39991316074146,87.39991316074146,87.39991316074146,87.5
147,GRADIENT,25.0,42,baseline,87.39878094140973,87.39878094140973,87.39878094140973,87.5
148,GRADIENT,25.0,42,baseline,87.39358649200804,87.39358649200804,87.39358649200804,87.5
149,GRADIENT,25.0,42,baseline,87.3924557804431,87.3924557804431,87.3924557804431,87.5
150,GRADIENT,25.0,42,baseline,87.39132570136934,87.39132570136934,87.39132570136934,87.5
151,GRADIENT,25.0,42,baseline,87.39019625439941,87.39019625439941,87.39019625439941,87.5
152,GRADIENT,25.0,42,baseline,87.3850126953091,87.3850126953091,87.3850126953091,87.5
153,GRADIENT,25.0,42,baseline,87.38388475177321,87.38388475177321,87.38388475177321,87.5
154,GRADIENT,25.0,42,baseline,87.3787067489393,87.3787067489393,87.3787067489393,87.5
155,GRADIENT,25.0,42,baseline,87.38162897130401,87.38162897130401,87.38162897130401,87.5
156,GRADIENT,25.0,42,baseline,87.38050291914246,87.38050291914246,87.38050291914246,87.5
157,GRADIENT,25.0,42,baseline,87.37937749663207,87.37937749663207,87.37937749663207,87.5
158,GRADIENT,25.0,42,baseline,87.37825270338749,87.37825270338749,87.37825270338749,87.5
159,GRADIENT,25.0,42,baseline,87.38116911252699,87.38116911252699,87.38116911252699,87.5
160,GRADIENT,25.0,42,baseline,87.37600678473227,87.37600678473227,87.37600678473227,87.5
161,GRADIENT,25.0,42,baseline,87.37488387687034,87.37488387687034,87.37488387687034,87.5
162,GRADIENT,25.0,42,baseline,87.37779611240853,87.37779611240853,87.37779611240853,87.5
163,GRADIENT,25.0,42,baseline,87.37667422162185,87.37667422162185,87.37667422162185,87.5
164,GRADIENT,25.0,42,baseline,87.37555295792747,87.37555295792747,87.37555295792747,87.5
165,GRADIENT,25.0,42,baseline,87.3744323209418,87.3744323209418,87.3744323209418,87.5
166,GRADIENT,25.0,42,baseline,87.37733876297303,87.37733876297303,87.37733876297303,87.5
167,GRADIENT,25.0,42,baseline,87.3721947017455,87.3721947017455,87.3721947017455,87.5
168,GRADIENT,25.0,42,baseline,87.3750983697281,87.3750983697281,87.3750983697281,87.5
169,GRADIENT,25.0,42,baseline,87.38202083113521,87.38202083113521,87.38202083113521,87.5
170,GRADIENT,25.0,42,baseline,87.3849210185611,87.3849210185611,87.3849210185611,87.5
171,GRADIENT,25.0,42,baseline,87.39183598211609,87.39183598211609,87.39183598211609,87.5
172,GRADIENT,25.0,42,baseline,87.39473269368715,87.39473269368715,87.39473269368715,87.5
173,GRADIENT,25.0,42,baseline,87.38960302442212,87.38960302442212,87.38960302442212,87.5
174,GRADIENT,25.0,42,baseline,87.3924969710046,87.3924969710046,87.3924969710046,87.5
175,GRADIENT,25.0,42,baseline,87.38737256122188,87.38737256122188,87.38737256122188,87.5
176,GRADIENT,25.0,42,baseline,87.38625737963767,87.38625737963767,87.38625737963767,87.5
177,GRADIENT,25.0,42,baseline,87.3891471834519,87.3891471834519,87.3891471834519,87.5
178,GRADIENT,25.0,42,baseline,87.38403065256726,87.38403065256726,87.38403065256726,87.5
179,GRADIENT,25.0,42,baseline,87.38291733848614,87.38291733848614,87.38291733848614,87.5
180,GRADIENT,25.0,42,baseline,87.3818046461801,87.3818046461801,87.3818046461801,87.5
181,GRADIENT,25.0,42,baseline,87.38069257526936,87.38069257526936,87.38069257526936,87.5
182,GRADIENT,25.0,42,baseline,87.38756984853863,87.38756984853863,87.38756984853863,87.5
183,GRADIENT,25.0,42,baseline,87.38246618831673,87.38246618831673,87.38246618831673,87.5
184,GRADIENT,25.0,42,baseline,87.39332685071938,87.39332685071938,87.39332685071938,87.5
185,GRADIENT,25.0,42,baseline,87.39221633002911,87.39221633002911,87.39221633002911,87.5
186,GRADIENT,25.0,42,baseline,87.39509280820774,87.39509280820774,87.39509280820774,87.5
187,GRADIENT,25.0,42,baseline,87.38999890917108,87.38999890917108,87.38999890917108,87.5
188,GRADIENT,25.0,42,baseline,87.38889024730408,87.38889024730408,87.38889024730408,87.5
189,GRADIENT,25.0,42,baseline,87.38380180205321,87.38380180205321,87.38380180205321,87.5
190,GRADIENT,25.0,42,baseline,87.38269460923316,87.38269460923316,87.38269460923316,87.5
191,GRADIENT,25.0,42,baseline,87.37761161155188,87.37761161155188,87.37761161155188,87.5
192,GRADIENT,25.0,42,baseline,87.37650588554739,87.37650588554739,87.37650588554739,87.5
193,GRADIENT,25.0,42,baseline,87.375400776661,87.375400776661,87.375400776661,87.5
194,GRADIENT,25.0,42,baseline,87.37826674572605,87.37826674572605,87.37826674572605,87.5
195,GRADIENT,25.0,42,baseline,87.38509959140735,87.38509959140735,87.38509959140735,87.5
196,GRADIENT,25.0,42,baseline,87.3800291489722,87.3800291489722,87.3800291489722,87.5
197,GRADIENT,25.0,42,baseline,87.38289055280988,87.38289055280988,87.38289055280988,87.5
198,GRADIENT,25.0,42,baseline,87.38575036008123,87.38575036008123,87.38575036008123,87.5
199,GRADIENT,25.0,42,baseline,87.392569116738,87.392569116738,87.392569116738,87.5
200,GRADIENT,25.0,42,baseline,87.38750837503822,87.38750837503822,87.38750837503822,87.5
201,GRADIENT,25.0,42,baseline,87.38640704204414,87.38640704204414,87.38640704204414,87.5
202,GRADIENT,25.0,42,baseline,87.38135171629845,87.38135171629845,87.38135171629845,87.5
203,GRADIENT,25.0,42,baseline,87.3762992105213,87.3762992105213,87.3762992105213,87.5
204,GRADIENT,25.0,42,baseline,87.37124952299355,87.37124952299355,87.37124952299355,87.5
205,GRADIENT,25.0,42,baseline,87.37804868655306,87.37804868655306,87.37804868655306,87.5
206,GRADIENT,25.0,42,baseline,87.38089735413736,87.38089735413736,87.38089735413736,87.5
207,GRADIENT,25.0,42,baseline,87.37979970250908,87.37979970250908,87.37979970250908,87.5
208,GRADIENT,25.0,42,baseline,87.37870266301577,87.37870266301577,87.37870266301577,87.5
209,GRADIENT,25.0,42,baseline,87.37760623528443,87.37760623528443,87.37760623528443,87.5
210,GRADIENT,25.0,42,baseline,87.38044923529885,87.38044923529885,87.38044923529885,87.5
211,GRADIENT,25.0,42,baseline,87.37935380313526,87.37935380313526,87.37935380313526,87.5
212,GRADIENT,25.0,42,baseline,87.38612873879244,87.38612873879244,87.38612873879244,87.5
213,GRADIENT,25.0,42,baseline,87.38896698611464,87.38896698611464,87.38896698611464,87.5
214,GRADIENT,25.0,42,baseline,87.38787270647222,87.38787270647222,87.38787270647222,87.5
215,GRADIENT,25.0,42,baseline,87.38285005770597,87.38285005770597,87.38285005770597,87.5
216,GRADIENT,25.0,42,baseline,87.39353826747104,87.39353826747104,87.39353826747104,87.5
217,GRADIENT,25.0,42,baseline,87.39637041711505,87.39637041711505,87.39637041711505,87.5
218,GRADIENT,25.0,42,baseline,87.39135481087891,87.39135481087891,87.39135481087891,87.5
219,GRADIENT,25.0,42,baseline,87.39026312723448,87.39026312723448,87.39026312723448,87.5
220,GRADIENT,25.0,42,baseline,87.39309121854748,87.39309121854748,87.39309121854748,87.5
221,GRADIENT,25.0,42,baseline,87.39200052681215,87.39200052681215,87.39200052681215,87.5
222,GRADIENT,25.0,42,baseline,87.39091044289151,87.39091044289151,87.39091044289151,87.5
223,GRADIENT,25.0,42,baseline,87.39373425713212,87.39373425713212,87.39373425713212,87.5
224,GRADIENT,25.0,42,baseline,87.39264516382363,87.39264516382363,87.39264516382363,87.5
225,GRADIENT,25.0,42,baseline,87.39155667734553,87.39155667734553,87.39155667734553,87.5
226,GRADIENT,25.0,42,baseline,87.3904687973286,87.3904687973286,87.3904687973286,87.5
227,GRADIENT,25.0,42,baseline,87.40500340341607,87.40500340341607,87.40500340341607,87.5
228,GRADIENT,25.0,42,baseline,87.40781936042845,87.40781936042845,87.40781936042845,87.5
229,GRADIENT,25.0,42,baseline,87.40673218323403,87.40673218323403,87.40673218323403,87.5
230,GRADIENT,25.0,42,baseline,87.40564561164709,87.40564561164709,87.40564561164709,87.5
231,GRADIENT,25.0,42,baseline,87.40066198037998,87.40066198037998,87.40066198037998,87.5
232,GRADIENT,25.0,42,baseline,87.40347255711318,87.40347255711318,87.40347255711318,87.5
233,GRADIENT,25.0,42,baseline,87.3984940320092,87.3984940320092,87.3984940320092,87.5
234,GRADIENT,25.0,42,baseline,87.39741010094879,87.39741010094879,87.39741010094879,87.5
235,GRADIENT,25.0,42,baseline,87.4002166489672,87.4002166489672,87.4002166489672,87.5
236,GRADIENT,25.0,42,baseline,87.39524577309696,87.39524577309696,87.39524577309696,87.5
237,GRADIENT,25.0,42,baseline,87.3902776652412,87.3902776652412,87.3902776652412,87.5
238,GRADIENT,25.0,42,baseline,87.38919636725515,87.38919636725515,87.38919636725515,87.5
239,GRADIENT,25.0,42,baseline,87.3919977728406,87.3919977728406,87.3919977728406,87.5
240,GRADIENT,25.0,42,baseline,87.39091745824683,87.39091745824683,87.39091745824683,87.5
241,GRADIENT,25.0,42,baseline,87.38983774509965,87.38983774509965,87.38983774509965,87.5
242,GRADIENT,25.0,42,baseline,87.38488235175876,87.38488235175876,87.38488235175876,87.5
243,GRADIENT,25.0,42,baseline,87.39542708950373,87.39542708950373,87.39542708950373,87.5
244,GRADIENT,25.0,42,baseline,87.3982211456187,87.3982211456187,87.3982211456187,87.5
245,GRADIENT,25.0,42,baseline,87.39327270698844,87.39327270698844,87.39327270698844,87.5
246,GRADIENT,25.0,42,baseline,87.39219555714,87.39219555714,87.39219555714,87.5
247,GRADIENT,25.0,42,baseline,87.39111900679313,87.39111900679313,87.39111900679313,87.5
248,GRADIENT,25.0,42,baseline,87.3977723894985,87.3977723894985,87.3977723894985,87.5
249,GRADIENT,25.0,42,baseline,87.40055933493065,87.40055933493065,87.40055933493065,87.5
250,GRADIENT,25.0,42,baseline,87.39948392623229,87.39948392623229,87.39948392623229,87.5
251,GRADIENT,25.0,42,baseline,87.40998573450976,87.40998573450976,87.40998573450976,87.5
252,GRADIENT,25.0,42,baseline,87.40505392568043,87.40505392568043,87.40505392568043,87.5
253,GRADIENT,25.0,42,baseline,87.4001248608768,87.4001248608768,87.4001248608768,87.5
254,GRADIENT,25.0,42,baseline,87.39905162587246,87.39905162587246,87.39905162587246,87.5
255,GRADIENT,25.0,42,baseline,87.39797898794845,87.39797898794845,87.39797898794845,87.5
256,GRADIENT,25.0,42,baseline,87.39690694674236,87.39690694674236,87.39690694674236,87.5
257,GRADIENT,25.0,42,baseline,87.39198819119454,87.39198819119454,87.39198819119454,87.5
258,GRADIENT,25.0,42,baseline,87.39476294580123,87.39476294580123,87.39476294580123,87.5
259,GRADIENT,25.0,42,baseline,87.39369269267307,87.39369269267307,87.39369269267307,87.5
260,GRADIENT,25.0,42,baseline,87.38878149219924,87.38878149219924,87.38878149219924,87.5
261,GRADIENT,25.0,42,baseline,87.39539188871437,87.39539188871437,87.39539188871437,87.5
262,GRADIENT,25.0,42,baseline,87.40199860892294,87.40199860892294,87.40199860892294,87.5
263,GRADIENT,25.0,42,baseline,87.39709430550523,87.39709430550523,87.39709430550523,87.5
264,GRADIENT,25.0,42,baseline,87.39219272929205,87.39219272929205,87.39219272929205,87.5
265,GRADIENT,25.0,42,baseline,87.3872938786294,87.3872938786294,87.3872938786294,87.5
266,GRADIENT,25.0,42,baseline,87.39771788140365,87.39771788140365,87.39771788140365,87.5
267,GRADIENT,25.0,42,baseline,87.39665173632766,87.39665173632766,87.39665173632766,87.5
268,GRADIENT,25.0,42,baseline,87.39558618399836,87.39558618399836,87.39558618399836,87.5
269,GRADIENT,25.0,42,baseline,87.40981838488952,87.40981838488952,87.40981838488952,87.5
270,GRADIENT,25.0,42,baseline,87.41257553968393,87.41257553968393,87.41257553968393,87.5
271,GRADIENT,25.0,42,baseline,87.411510694935,87.411510694935,87.411510694935,87.5
272,GRADIENT,25.0,42,baseline,87.41044644209072,87.41044644209072,87.41044644209072,87.5
273,GRADIENT,25.0,42,baseline,87.40938278079231,87.40938278079231,87.40938278079231,87.5
274,GRADIENT,25.0,42,baseline,87.40831971068131,87.40831971068131,87.40831971068131,87.5
275,GRADIENT,25.0,42,baseline,87.40725723139947,87.40725723139947,87.40725723139947,87.5
276,GRADIENT,25.0,42,baseline,87.41000626784214,87.41000626784214,87.41000626784214,87.5
277,GRADIENT,25.0,42,baseline,87.41275377658884,87.41275377658884,87.41275377658884,87.5
278,GRADIENT,25.0,42,baseline,87.4154997585651,87.4154997585651,87.4154997585651,87.5
279,GRADIENT,25.0,42,baseline,87.41063379124942,87.41063379124942,87.41063379124942,87.5
280,GRADIENT,25.0,42,baseline,87.41718045499712,87.41718045499712,87.41718045499712,87.5
281,GRADIENT,25.0,42,baseline,87.41231925897016,87.41231925897016,87.41231925897016,87.5
282,GRADIENT,25.0,42,baseline,87.40746076373307,87.40746076373307,87.40746076373307,87.5
283,GRADIENT,25.0,42,baseline,87.406402574656,87.406402574656,87.406402574656,87.5
284,GRADIENT,25.0,42,baseline,87.40534497343025,87.40534497343025,87.40534497343025,87.5
285,GRADIENT,25.0,42,baseline,87.40049414935183,87.40049414935183,87.40049414935183,87.5
286,GRADIENT,25.0,42,baseline,87.395646019762,87.395646019762,87.395646019762,87.5
287,GRADIENT,25.0,42,baseline,87.39838061800191,87.39838061800191,87.39838061800191,87.5
288,GRADIENT,25.0,42,baseline,87.3935374524506,87.3935374524506,87.3935374524506,87.5
289,GRADIENT,25.0,42,baseline,87.3924832051472,87.3924832051472,87.3924832051472,87.5
290,GRADIENT,25.0,42,baseline,87.387645208028,87.387645208028,87.387645208028,87.5
291,GRADIENT,25.0,42,baseline,87.38659234073648,87.38659234073648,87.38659234073648,87.5
292,GRADIENT,25.0,42,baseline,87.3817595061937,87.3817595061937,87.3817595061937,87.5
293,GRADIENT,25.0,42,baseline,87.38448667848358,87.38448667848358,87.38448667848358,87.5
294,GRADIENT,25.0,42,baseline,87.3834355642084,87.3834355642084,87.3834355642084,87.5
295,GRADIENT,25.0,42,baseline,87.38615991745392,87.38615991745392,87.38615991745392,87.5
296,GRADIENT,25.0,42,baseline,87.38510976167824,87.38510976167824,87.38510976167824,87.5
