step,method,q,seed,ablation,effort_mean,theoretical_effort,effort_error
376832,TEL-PPO,25.0,50,baseline,87.485,87.5,0.015000000000000568
380928,TEL-PPO,25.0,50,baseline,87.34,87.5,0.1599999999999966
385024,TEL-PPO,25.0,50,baseline,87.61500000000001,87.5,0.1150000000000091
389120,TEL-PPO,25.0,50,baseline,87.555,87.5,0.05500000000000682
393216,TEL-PPO,25.0,50,baseline,87.72,87.5,0.21999999999999886
397312,TEL-PPO,25.0,50,baseline,88.03,87.5,0.5300000000000011
401408,TEL-PPO,25.0,50,baseline,87.77000000000001,87.5,0.27000000000001023
405504,TEL-PPO,25.0,50,baseline,87.94,87.5,0.4399999999999977
409600,TEL-PPO,25.0,50,baseline,88.14,87.5,0.6400000000000006
413696,TEL-PPO,25.0,50,baseline,87.995,87.5,0.49500000000000455
417792,TEL-PPO,25.0,50,baseline,88.25999999999999,87.5,0.7599999999999909
421888,TEL-PPO,25.0,50,baseline,88.13,87.5,0.6299999999999955
425984,TEL-PPO,25.0,50,baseline,87.87,87.5,0.37000000000000455
430080,TEL-PPO,25.0,50,baseline,87.59,87.5,0.09000000000000341
434176,TEL-PPO,25.0,50,baseline,87.555,87.5,0.05500000000000682
438272,TEL-PPO,25.0,50,baseline,87.605,87.5,0.10500000000000398
442368,TEL-PPO,25.0,50,baseline,87.555,87.5,0.05500000000000682
446464,TEL-PPO,25.0,50,baseline,87.39500000000001,87.5,0.10499999999998977
450560,TEL-PPO,25.0,50,baseline,87.08500000000001,87.5,0.41499999999999204
454656,TEL-PPO,25.0,50,baseline,86.91,87.5,0.5900000000000034
458752,TEL-PPO,25.0,50,baseline,86.98,87.5,0.519999999999996
462848,TEL-PPO,25.0,50,baseline,87.22999999999999,87.5,0.27000000000001023
466944,TEL-PPO,25.0,50,baseline,87.16,87.5,0.3400000000000034
471040,TEL-PPO,25.0,50,baseline,86.91,87.5,0.5900000000000034
475136,TEL-PPO,25.0,50,baseline,86.985,87.5,0.5150000000000006
479232,TEL-PPO,25.0,50,baseline,87.065,87.5,0.4350000000000023
483328,TEL-PPO,25.0,50,baseline,87.215,87.5,0.2849999999999966
487424,TEL-PPO,25.0,50,baseline,87.32,87.5,0.18000000000000682
491520,TEL-PPO,25.0,50,baseline,87.045,87.5,0.4549999999999983
495616,TEL-PPO,25.0,50,baseline,86.815,87.5,0.6850000000000023
499712,TEL-PPO,25.0,50,baseline,86.63499999999999,87.5,0.8650000000000091
503808,TEL-PPO,25.0,50,baseline,86.82,87.5,0.6800000000000068
507904,TEL-PPO,25.0,50,baseline,86.975,87.5,0.5250000000000057
512000,TEL-PPO,25.0,50,baseline,87.15,87.5,0.3499999999999943
516096,TEL-PPO,25.0,50,baseline,87.07,87.5,0.4300000000000068
520192,TEL-PPO,25.0,50,baseline,87.205,87.5,0.2950000000000017
524288,TEL-PPO,25.0,50,baseline,87.095,87.5,0.40500000000000114
528384,TEL-PPO,25.0,50,baseline,87.095,87.5,0.40500000000000114
532480,TEL-PPO,25.0,50,baseline,87.01,87.5,0.4899999999999949
536576,TEL-PPO,25.0,50,baseline,86.955,87.5,0.5450000000000017
540672,TEL-PPO,25.0,50,baseline,87.055,87.5,0.4449999999999932
544768,TEL-PPO,25.0,50,baseline,87.32,87.5,0.18000000000000682
548864,TEL-PPO,25.0,50,baseline,87.55,87.5,0.04999999999999716
552960,TEL-PPO,25.0,50,baseline,87.35,87.5,0.15000000000000568
557056,TEL-PPO,25.0,50,baseline,87.465,87.5,0.03499999999999659
561152,TEL-PPO,25.0,50,baseline,87.75,87.5,0.25
565248,TEL-PPO,25.0,50,baseline,87.975,87.5,0.4749999999999943
569344,TEL-PPO,25.0,50,baseline,87.845,87.5,0.34499999999999886
0,TEL-PPO,25.0,1024,baseline,103.27906394097948,87.5,15.779063940979484
0,TEL-PPO,25.0,1024,baseline,103.27906394097948,87.5,15.779063940979484
0,TEL-PPO,25.0,1024,baseline,103.27906394097948,87.5,15.779063940979484
4096,TEL-PPO,25.0,1024,baseline,100.49496354628377,87.5,12.99496354628377
4096,TEL-PPO,25.0,1024,baseline,100.49496354628377,87.5,12.99496354628377
4096,TEL-PPO,25.0,1024,baseline,100.49496354628377,87.5,12.99496354628377
8192,TEL-PPO,25.0,1024,baseline,98.1376230875031,87.5,10.637623087503101
8192,TEL-PPO,25.0,1024,baseline,98.1376230875031,87.5,10.637623087503101
8192,TEL-PPO,25.0,1024,baseline,98.1376230875031,87.5,10.637623087503101
12288,TEL-PPO,25.0,1024,baseline,95.70461635570965,87.5,8.204616355709646
12288,TEL-PPO,25.0,1024,baseline,95.70461635570965,87.5,8.204616355709646
12288,TEL-PPO,25.0,1024,baseline,95.70461635570965,87.5,8.204616355709646
16384,TEL-PPO,25.0,1024,baseline,93.40083576925085,87.5,5.900835769250847
16384,TEL-PPO,25.0,1024,baseline,93.40083576925085,87.5,5.900835769250847
16384,TEL-PPO,25.0,1024,baseline,93.40083576925085,87.5,5.900835769250847
20480,TEL-PPO,25.0,1024,baseline,90.97484064474699,87.5,3.4748406447469904
20480,TEL-PPO,25.0,1024,baseline,90.97484064474699,87.5,3.4748406447469904
20480,TEL-PPO,25.0,1024,baseline,90.97484064474699,87.5,3.4748406447469904
24576,TEL-PPO,25.0,1024,baseline,88.87128124665463,87.5,1.3712812466546325
24576,TEL-PPO,25.0,1024,baseline,88.87128124665463,87.5,1.3712812466546325
24576,TEL-PPO,25.0,1024,baseline,88.87128124665463,87.5,1.3712812466546325
28672,TEL-PPO,25.0,1024,baseline,86.76186151383453,87.5,0.7381384861654681
28672,TEL-PPO,25.0,1024,baseline,86.76186151383453,87.5,0.7381384861654681
28672,TEL-PPO,25.0,1024,baseline,86.76186151383453,87.5,0.7381384861654681
32768,TEL-PPO,25.0,1024,baseline,84.84089769050478,87.5,2.659102309495225
32768,TEL-PPO,25.0,1024,baseline,84.84089769050478,87.5,2.659102309495225
32768,TEL-PPO,25.0,1024,baseline,84.84089769050478,87.5,2.659102309495225
36864,TEL-PPO,25.0,1024,baseline,82.77627536235377,87.5,4.723724637646228
36864,TEL-PPO,25.0,1024,baseline,82.77627536235377,87.5,4.723724637646228
36864,TEL-PPO,25.0,1024,baseline,82.77627536235377,87.5,4.723724637646228
40960,TEL-PPO,25.0,1024,baseline,81.16406339639789,87.5,6.335936603602107
40960,TEL-PPO,25.0,1024,baseline,81.16406339639789,87.5,6.335936603602107
40960,TEL-PPO,25.0,1024,baseline,81.16406339639789,87.5,6.335936603602107
45056,TEL-PPO,25.0,1024,baseline,79.76803149934852,87.5,7.731968500651476
45056,TEL-PPO,25.0,1024,baseline,79.76803149934852,87.5,7.731968500651476
45056,TEL-PPO,25.0,1024,baseline,79.76803149934852,87.5,7.731968500651476
49152,TEL-PPO,25.0,1024,baseline,78.27721408708013,87.5,9.222785912919875
49152,TEL-PPO,25.0,1024,baseline,78.27721408708013,87.5,9.222785912919875
49152,TEL-PPO,25.0,1024,baseline,78.27721408708013,87.5,9.222785912919875
53248,TEL-PPO,25.0,1024,baseline,76.87173404823982,87.5,10.628265951760184
53248,TEL-PPO,25.0,1024,baseline,76.87173404823982,87.5,10.628265951760184
53248,TEL-PPO,25.0,1024,baseline,76.87173404823982,87.5,10.628265951760184
57344,TEL-PPO,25.0,1024,baseline,75.54284863499923,87.5,11.957151365000769
57344,TEL-PPO,25.0,1024,baseline,75.54284863499923,87.5,11.957151365000769
57344,TEL-PPO,25.0,1024,baseline,75.54284863499923,87.5,11.957151365000769
61440,TEL-PPO,25.0,1024,baseline,74.24247183836984,87.5,13.257528161630162
61440,TEL-PPO,25.0,1024,baseline,74.24247183836984,87.5,13.257528161630162
61440,TEL-PPO,25.0,1024,baseline,74.24247183836984,87.5,13.257528161630162
65536,TEL-PPO,25.0,1024,baseline,73.11027786694456,87.5,14.389722133055443
65536,TEL-PPO,25.0,1024,baseline,73.11027786694456,87.5,14.389722133055443
65536,TEL-PPO,25.0,1024,baseline,73.11027786694456,87.5,14.389722133055443
69632,TEL-PPO,25.0,1024,baseline,71.97519049374411,87.5,15.524809506255892
69632,TEL-PPO,25.0,1024,baseline,71.97519049374411,87.5,15.524809506255892
69632,TEL-PPO,25.0,1024,baseline,71.97519049374411,87.5,15.524809506255892
73728,TEL-PPO,25.0,1024,baseline,71.18223111284911,87.5,16.31776888715089
73728,TEL-PPO,25.0,1024,baseline,71.18223111284911,87.5,16.31776888715089
73728,TEL-PPO,25.0,1024,baseline,71.18223111284911,87.5,16.31776888715089
77824,TEL-PPO,25.0,1024,baseline,70.24081536335876,87.5,17.259184636641237
77824,TEL-PPO,25.0,1024,baseline,70.24081536335876,87.5,17.259184636641237
77824,TEL-PPO,25.0,1024,baseline,70.24081536335876,87.5,17.259184636641237
81920,TEL-PPO,25.0,1024,baseline,69.58675569202751,87.5,17.91324430797249
81920,TEL-PPO,25.0,1024,baseline,69.58675569202751,87.5,17.91324430797249
81920,TEL-PPO,25.0,1024,baseline,69.58675569202751,87.5,17.91324430797249
86016,TEL-PPO,25.0,1024,baseline,69.11812729062521,87.5,18.38187270937479
86016,TEL-PPO,25.0,1024,baseline,69.11812729062521,87.5,18.38187270937479
86016,TEL-PPO,25.0,1024,baseline,69.11812729062521,87.5,18.38187270937479
90112,TEL-PPO,25.0,1024,baseline,68.55334876896828,87.5,18.946651231031723
90112,TEL-PPO,25.0,1024,baseline,68.55334876896828,87.5,18.946651231031723
90112,TEL-PPO,25.0,1024,baseline,68.55334876896828,87.5,18.946651231031723
94208,TEL-PPO,25.0,1024,baseline,68.45421807607624,87.5,19.045781923923755
94208,TEL-PPO,25.0,1024,baseline,68.45421807607624,87.5,19.045781923923755
94208,TEL-PPO,25.0,1024,baseline,68.45421807607624,87.5,19.045781923923755
98304,TEL-PPO,25.0,1024,baseline,68.33281985064974,87.5,19.16718014935026
98304,TEL-PPO,25.0,1024,baseline,68.33281985064974,87.5,19.16718014935026
98304,TEL-PPO,25.0,1024,baseline,68.33281985064974,87.5,19.16718014935026
102400,TEL-PPO,25.0,1024,baseline,68.33944769669336,87.5,19.160552303306645
102400,TEL-PPO,25.0,1024,baseline,68.33944769669336,87.5,19.160552303306645
102400,TEL-PPO,25.0,1024,baseline,68.33944769669336,87.5,19.160552303306645
106496,TEL-PPO,25.0,1024,baseline,68.2115017557515,87.5,19.2884982442485
106496,TEL-PPO,25.0,1024,baseline,68.2115017557515,87.5,19.2884982442485
106496,TEL-PPO,25.0,1024,baseline,68.2115017557515,87.5,19.2884982442485
110592,TEL-PPO,25.0,1024,baseline,68.3004590710625,87.5,19.199540928937495
110592,TEL-PPO,25.0,1024,baseline,68.3004590710625,87.5,19.199540928937495
110592,TEL-PPO,25.0,1024,baseline,68.3004590710625,87.5,19.199540928937495
114688,TEL-PPO,25.0,1024,baseline,68.27848836267358,87.5,19.221511637326415
114688,TEL-PPO,25.0,1024,baseline,68.27848836267358,87.5,19.221511637326415
114688,TEL-PPO,25.0,1024,baseline,68.27848836267358,87.5,19.221511637326415
118784,TEL-PPO,25.0,1024,baseline,68.39936267537995,87.5,19.100637324620052
118784,TEL-PPO,25.0,1024,baseline,68.39936267537995,87.5,19.100637324620052
118784,TEL-PPO,25.0,1024,baseline,68.39936267537995,87.5,19.100637324620052
122880,TEL-PPO,25.0,1024,baseline,68.12325206212711,87.5,19.376747937872892
122880,TEL-PPO,25.0,1024,baseline,68.12325206212711,87.5,19.376747937872892
122880,TEL-PPO,25.0,1024,baseline,68.12325206212711,87.5,19.376747937872892
126976,TEL-PPO,25.0,1024,baseline,68.36689950060102,87.5,19.133100499398978
126976,TEL-PPO,25.0,1024,baseline,68.36689950060102,87.5,19.133100499398978
126976,TEL-PPO,25.0,1024,baseline,68.36689950060102,87.5,19.133100499398978
131072,TEL-PPO,25.0,1024,baseline,68.54061912558979,87.5,18.959380874410215
131072,TEL-PPO,25.0,1024,baseline,68.54061912558979,87.5,18.959380874410215
131072,TEL-PPO,25.0,1024,baseline,68.54061912558979,87.5,18.959380874410215
135168,TEL-PPO,25.0,1024,baseline,68.36432372406128,87.5,19.13567627593872
135168,TEL-PPO,25.0,1024,baseline,68.36432372406128,87.5,19.13567627593872
135168,TEL-PPO,25.0,1024,baseline,68.36432372406128,87.5,19.13567627593872
139264,TEL-PPO,25.0,1024,baseline,68.20527161611241,87.5,19.294728383887588
139264,TEL-PPO,25.0,1024,baseline,68.20527161611241,87.5,19.294728383887588
139264,TEL-PPO,25.0,1024,baseline,68.20527161611241,87.5,19.294728383887588
143360,TEL-PPO,25.0,1024,baseline,68.08728306135161,87.5,19.412716938648387
143360,TEL-PPO,25.0,1024,baseline,68.08728306135161,87.5,19.412716938648387
143360,TEL-PPO,25.0,1024,baseline,68.08728306135161,87.5,19.412716938648387
147456,TEL-PPO,25.0,1024,baseline,67.73790859431034,87.5,19.76209140568966
147456,TEL-PPO,25.0,1024,baseline,67.73790859431034,87.5,19.76209140568966
147456,TEL-PPO,25.0,1024,baseline,67.73790859431034,87.5,19.76209140568966
151552,TEL-PPO,25.0,1024,baseline,67.80817843228576,87.5,19.691821567714243
151552,TEL-PPO,25.0,1024,baseline,67.80817843228576,87.5,19.691821567714243
151552,TEL-PPO,25.0,1024,baseline,67.80817843228576,87.5,19.691821567714243
155648,TEL-PPO,25.0,1024,baseline,67.6035709753634,87.5,19.896429024636603
155648,TEL-PPO,25.0,1024,baseline,67.6035709753634,87.5,19.896429024636603
155648,TEL-PPO,25.0,1024,baseline,67.6035709753634,87.5,19.896429024636603
159744,TEL-PPO,25.0,1024,baseline,67.25443525798623,87.5,20.24556474201377
159744,TEL-PPO,25.0,1024,baseline,67.25443525798623,87.5,20.24556474201377
159744,TEL-PPO,25.0,1024,baseline,67.25443525798623,87.5,20.24556474201377
163840,TEL-PPO,25.0,1024,baseline,67.36692884983484,87.5,20.133071150165165
163840,TEL-PPO,25.0,1024,baseline,67.36692884983484,87.5,20.133071150165165
163840,TEL-PPO,25.0,1024,baseline,67.36692884983484,87.5,20.133071150165165
167936,TEL-PPO,25.0,1024,baseline,67.17590527702123,87.5,20.32409472297877
167936,TEL-PPO,25.0,1024,baseline,67.17590527702123,87.5,20.32409472297877
167936,TEL-PPO,25.0,1024,baseline,67.17590527702123,87.5,20.32409472297877
172032,TEL-PPO,25.0,1024,baseline,67.30661544064051,87.5,20.193384559359487
172032,TEL-PPO,25.0,1024,baseline,67.30661544064051,87.5,20.193384559359487
172032,TEL-PPO,25.0,1024,baseline,67.30661544064051,87.5,20.193384559359487
176128,TEL-PPO,25.0,1024,baseline,67.23058911180118,87.5,20.26941088819882
176128,TEL-PPO,25.0,1024,baseline,67.23058911180118,87.5,20.26941088819882
176128,TEL-PPO,25.0,1024,baseline,67.23058911180118,87.5,20.26941088819882
180224,TEL-PPO,25.0,1024,baseline,67.33845300134274,87.5,20.161546998657258
180224,TEL-PPO,25.0,1024,baseline,67.33845300134274,87.5,20.161546998657258
180224,TEL-PPO,25.0,1024,baseline,67.33845300134274,87.5,20.161546998657258
184320,TEL-PPO,25.0,1024,baseline,67.70467439340439,87.5,19.79532560659561
184320,TEL-PPO,25.0,1024,baseline,67.70467439340439,87.5,19.79532560659561
184320,TEL-PPO,25.0,1024,baseline,67.70467439340439,87.5,19.79532560659561
188416,TEL-PPO,25.0,1024,baseline,67.70045679993933,87.5,19.79954320006067
188416,TEL-PPO,25.0,1024,baseline,67.70045679993933,87.5,19.79954320006067
188416,TEL-PPO,25.0,1024,baseline,67.70045679993933,87.5,19.79954320006067
192512,TEL-PPO,25.0,1024,baseline,67.86232963111259,87.5,19.637670368887413
192512,TEL-PPO,25.0,1024,baseline,67.86232963111259,87.5,19.637670368887413
192512,TEL-PPO,25.0,1024,baseline,67.86232963111259,87.5,19.637670368887413
196608,TEL-PPO,25.0,1024,baseline,67.81888035545113,87.5,19.681119644548872
196608,TEL-PPO,25.0,1024,baseline,67.81888035545113,87.5,19.681119644548872
196608,TEL-PPO,25.0,1024,baseline,67.81888035545113,87.5,19.681119644548872
200704,TEL-PPO,25.0,1024,baseline,67.91355475410813,87.5,19.586445245891866
200704,TEL-PPO,25.0,1024,baseline,67.91355475410813,87.5,19.586445245891866
200704,TEL-PPO,25.0,1024,baseline,67.91355475410813,87.5,19.586445245891866
204800,TEL-PPO,25.0,1024,baseline,68.01486188685519,87.5,19.485138113144814
204800,TEL-PPO,25.0,1024,baseline,68.01486188685519,87.5,19.485138113144814
204800,TEL-PPO,25.0,1024,baseline,68.01486188685519,87.5,19.485138113144814
208896,TEL-PPO,25.0,1024,baseline,68.017269000411,87.5,19.482730999588995
208896,TEL-PPO,25.0,1024,baseline,68.017269000411,87.5,19.482730999588995
208896,TEL-PPO,25.0,1024,baseline,68.017269000411,87.5,19.482730999588995
212992,TEL-PPO,25.0,1024,baseline,67.94786835648122,87.5,19.552131643518777
212992,TEL-PPO,25.0,1024,baseline,67.94786835648122,87.5,19.552131643518777
212992,TEL-PPO,25.0,1024,baseline,67.94786835648122,87.5,19.552131643518777
217088,TEL-PPO,25.0,1024,baseline,67.7905757278204,87.5,19.709424272179604
217088,TEL-PPO,25.0,1024,baseline,67.7905757278204,87.5,19.709424272179604
217088,TEL-PPO,25.0,1024,baseline,67.7905757278204,87.5,19.709424272179604
221184,TEL-PPO,25.0,1024,baseline,68.04886713903406,87.5,19.45113286096594
221184,TEL-PPO,25.0,1024,baseline,68.04886713903406,87.5,19.45113286096594
221184,TEL-PPO,25.0,1024,baseline,68.04886713903406,87.5,19.45113286096594
225280,TEL-PPO,25.0,1024,baseline,68.23810289194802,87.5,19.261897108051983
225280,TEL-PPO,25.0,1024,baseline,68.23810289194802,87.5,19.261897108051983
225280,TEL-PPO,25.0,1024,baseline,68.23810289194802,87.5,19.261897108051983
229376,TEL-PPO,25.0,1024,baseline,68.36023552995175,87.5,19.13976447004825
229376,TEL-PPO,25.0,1024,baseline,68.36023552995175,87.5,19.13976447004825
229376,TEL-PPO,25.0,1024,baseline,68.36023552995175,87.5,19.13976447004825
233472,TEL-PPO,25.0,1024,baseline,68.5454099737109,87.5,18.954590026289097
233472,TEL-PPO,25.0,1024,baseline,68.5454099737109,87.5,18.954590026289097
233472,TEL-PPO,25.0,1024,baseline,68.5454099737109,87.5,18.954590026289097
237568,TEL-PPO,25.0,1024,baseline,68.62794973095856,87.5,18.872050269041438
237568,TEL-PPO,25.0,1024,baseline,68.62794973095856,87.5,18.872050269041438
237568,TEL-PPO,25.0,1024,baseline,68.62794973095856,87.5,18.872050269041438
241664,TEL-PPO,25.0,1024,baseline,68.66118326690041,87.5,18.83881673309959
241664,TEL-PPO,25.0,1024,baseline,68.66118326690041,87.5,18.83881673309959
241664,TEL-PPO,25.0,1024,baseline,68.66118326690041,87.5,18.83881673309959
245760,TEL-PPO,25.0,1024,baseline,68.48438803339383,87.5,19.015611966606173
245760,TEL-PPO,25.0,1024,baseline,68.48438803339383,87.5,19.015611966606173
245760,TEL-PPO,25.0,1024,baseline,68.48438803339383,87.5,19.015611966606173
249856,TEL-PPO,25.0,1024,baseline,68.55928659718481,87.5,18.94071340281519
249856,TEL-PPO,25.0,1024,baseline,68.55928659718481,87.5,18.94071340281519
249856,TEL-PPO,25.0,1024,baseline,68.55928659718481,87.5,18.94071340281519
253952,TEL-PPO,25.0,1024,baseline,68.77705092169339,87.5,18.722949078306613
253952,TEL-PPO,25.0,1024,baseline,68.77705092169339,87.5,18.722949078306613
253952,TEL-PPO,25.0,1024,baseline,68.77705092169339,87.5,18.722949078306613
258048,TEL-PPO,25.0,1024,baseline,68.77198886871325,87.5,18.72801113128675
258048,TEL-PPO,25.0,1024,baseline,68.77198886871325,87.5,18.72801113128675
258048,TEL-PPO,25.0,1024,baseline,68.77198886871325,87.5,18.72801113128675
262144,TEL-PPO,25.0,1024,baseline,68.74275119090447,87.5,18.75724880909553
262144,TEL-PPO,25.0,1024,baseline,68.74275119090447,87.5,18.75724880909553
262144,TEL-PPO,25.0,1024,baseline,68.74275119090447,87.5,18.75724880909553
266240,TEL-PPO,25.0,1024,baseline,68.53697155788541,87.5,18.96302844211459
266240,TEL-PPO,25.0,1024,baseline,68.53697155788541,87.5,18.96302844211459
266240,TEL-PPO,25.0,1024,baseline,68.53697155788541,87.5,18.96302844211459
270336,TEL-PPO,25.0,1024,baseline,68.19232764095055,87.5,19.307672359049448
270336,TEL-PPO,25.0,1024,baseline,68.19232764095055,87.5,19.307672359049448
270336,TEL-PPO,25.0,1024,baseline,68.19232764095055,87.5,19.307672359049448
274432,TEL-PPO,25.0,1024,baseline,68.40151294739937,87.5,19.098487052600632
274432,TEL-PPO,25.0,1024,baseline,68.40151294739937,87.5,19.098487052600632
