step,method,q,seed,ablation,approx_kl,mean_kl_window
1568768,TEL-PPO,25.0,456,baseline,-0.003528594970703125,
1568768,TEL-PPO,25.0,456,baseline,-0.003528594970703125,
1568768,TEL-PPO,25.0,456,baseline,-0.003528594970703125,
1572864,TEL-PPO,25.0,456,baseline,0.016810099283854168,
1572864,TEL-PPO,25.0,456,baseline,0.016810099283854168,
1572864,TEL-PPO,25.0,456,baseline,0.016810099283854168,
1576960,TEL-PPO,25.0,456,baseline,0.008899688720703125,
1576960,TEL-PPO,25.0,456,baseline,0.008899688720703125,
1576960,TEL-PPO,25.0,456,baseline,0.008899688720703125,
1581056,TEL-PPO,25.0,456,baseline,0.016939163208007812,
1581056,TEL-PPO,25.0,456,baseline,0.016939163208007812,
1581056,TEL-PPO,25.0,456,baseline,0.016939163208007812,
1585152,TEL-PPO,25.0,456,baseline,0.011442184448242188,
1585152,TEL-PPO,25.0,456,baseline,0.011442184448242188,
1585152,TEL-PPO,25.0,456,baseline,0.011442184448242188,
1589248,TEL-PPO,25.0,456,baseline,-0.009866714477539062,
1589248,TEL-PPO,25.0,456,baseline,-0.009866714477539062,
1589248,TEL-PPO,25.0,456,baseline,-0.009866714477539062,
1593344,TEL-PPO,25.0,456,baseline,0.007251739501953125,
1593344,TEL-PPO,25.0,456,baseline,0.007251739501953125,
1593344,TEL-PPO,25.0,456,baseline,0.007251739501953125,
1597440,TEL-PPO,25.0,456,baseline,0.0051250457763671875,
1597440,TEL-PPO,25.0,456,baseline,0.0051250457763671875,
1597440,TEL-PPO,25.0,456,baseline,0.0051250457763671875,
1601536,TEL-PPO,25.0,456,baseline,0.026708984375,
1601536,TEL-PPO,25.0,456,baseline,0.026708984375,
1601536,TEL-PPO,25.0,456,baseline,0.026708984375,
1605632,TEL-PPO,25.0,456,baseline,0.009134928385416666,
1605632,TEL-PPO,25.0,456,baseline,0.009134928385416666,
1605632,TEL-PPO,25.0,456,baseline,0.009134928385416666,
1609728,TEL-PPO,25.0,456,baseline,-0.010271072387695312,
1609728,TEL-PPO,25.0,456,baseline,-0.010271072387695312,
1609728,TEL-PPO,25.0,456,baseline,-0.010271072387695312,
1613824,TEL-PPO,25.0,456,baseline,-0.0016632080078125,
1613824,TEL-PPO,25.0,456,baseline,-0.0016632080078125,
1613824,TEL-PPO,25.0,456,baseline,-0.0016632080078125,
1617920,TEL-PPO,25.0,456,baseline,0.023122151692708332,
1617920,TEL-PPO,25.0,456,baseline,0.023122151692708332,
1617920,TEL-PPO,25.0,456,baseline,0.023122151692708332,
1622016,TEL-PPO,25.0,456,baseline,0.006103515625,
1622016,TEL-PPO,25.0,456,baseline,0.006103515625,
1622016,TEL-PPO,25.0,456,baseline,0.006103515625,
1626112,TEL-PPO,25.0,456,baseline,0.02872467041015625,
1626112,TEL-PPO,25.0,456,baseline,0.02872467041015625,
1626112,TEL-PPO,25.0,456,baseline,0.02872467041015625,
1630208,TEL-PPO,25.0,456,baseline,0.006396484375,
1630208,TEL-PPO,25.0,456,baseline,0.006396484375,
1630208,TEL-PPO,25.0,456,baseline,0.006396484375,0.008563835507347472
1634304,TEL-PPO,25.0,456,baseline,-0.0002492268880208333,
1634304,TEL-PPO,25.0,456,baseline,-0.0002492268880208333,
1634304,TEL-PPO,25.0,456,baseline,-0.0002492268880208333,
1638400,TEL-PPO,25.0,456,baseline,-0.0069122314453125,
1638400,TEL-PPO,25.0,456,baseline,-0.0069122314453125,
1638400,TEL-PPO,25.0,456,baseline,-0.0069122314453125,
1642496,TEL-PPO,25.0,456,baseline,0.00353240966796875,
1642496,TEL-PPO,25.0,456,baseline,0.00353240966796875,
1642496,TEL-PPO,25.0,456,baseline,0.00353240966796875,
1646592,TEL-PPO,25.0,456,baseline,0.024846394856770832,
1646592,TEL-PPO,25.0,456,baseline,0.024846394856770832,
1646592,TEL-PPO,25.0,456,baseline,0.024846394856770832,
1650688,TEL-PPO,25.0,456,baseline,0.0035400390625,
1650688,TEL-PPO,25.0,456,baseline,0.0035400390625,
1650688,TEL-PPO,25.0,456,baseline,0.0035400390625,
1654784,TEL-PPO,25.0,456,baseline,-0.005536760602678571,
1654784,TEL-PPO,25.0,456,baseline,-0.005536760602678571,
1654784,TEL-PPO,25.0,456,baseline,-0.005536760602678571,
1658880,TEL-PPO,25.0,456,baseline,0.007336934407552083,
1658880,TEL-PPO,25.0,456,baseline,0.007336934407552083,
1658880,TEL-PPO,25.0,456,baseline,0.007336934407552083,
1662976,TEL-PPO,25.0,456,baseline,0.015277862548828125,
1662976,TEL-PPO,25.0,456,baseline,0.015277862548828125,
1662976,TEL-PPO,25.0,456,baseline,0.015277862548828125,
1667072,TEL-PPO,25.0,456,baseline,-0.0027027130126953125,
1667072,TEL-PPO,25.0,456,baseline,-0.0027027130126953125,
1667072,TEL-PPO,25.0,456,baseline,-0.0027027130126953125,
1671168,TEL-PPO,25.0,456,baseline,0.0013097127278645833,
1671168,TEL-PPO,25.0,456,baseline,0.0013097127278645833,
1671168,TEL-PPO,25.0,456,baseline,0.0013097127278645833,
1675264,TEL-PPO,25.0,456,baseline,0.022852579752604168,
1675264,TEL-PPO,25.0,456,baseline,0.022852579752604168,
1675264,TEL-PPO,25.0,456,baseline,0.022852579752604168,
1679360,TEL-PPO,25.0,456,baseline,0.036617279052734375,
1679360,TEL-PPO,25.0,456,baseline,0.036617279052734375,
1679360,TEL-PPO,25.0,456,baseline,0.036617279052734375,
1683456,TEL-PPO,25.0,456,baseline,0.015703837076822918,
1683456,TEL-PPO,25.0,456,baseline,0.015703837076822918,
1683456,TEL-PPO,25.0,456,baseline,0.015703837076822918,
1687552,TEL-PPO,25.0,456,baseline,0.037139892578125,
1687552,TEL-PPO,25.0,456,baseline,0.037139892578125,
1687552,TEL-PPO,25.0,456,baseline,0.037139892578125,
1691648,TEL-PPO,25.0,456,baseline,0.008172171456473214,
1691648,TEL-PPO,25.0,456,baseline,0.008172171456473214,
1691648,TEL-PPO,25.0,456,baseline,0.008172171456473214,
1695744,TEL-PPO,25.0,456,baseline,0.015406290690104166,
1695744,TEL-PPO,25.0,456,baseline,0.015406290690104166,
1695744,TEL-PPO,25.0,456,baseline,0.015406290690104166,
1699840,TEL-PPO,25.0,456,baseline,0.014136178152901786,
1699840,TEL-PPO,25.0,456,baseline,0.014136178152901786,
1699840,TEL-PPO,25.0,456,baseline,0.014136178152901786,
1703936,TEL-PPO,25.0,456,baseline,0.010150909423828125,
1703936,TEL-PPO,25.0,456,baseline,0.010150909423828125,
1703936,TEL-PPO,25.0,456,baseline,0.010150909423828125,
1708032,TEL-PPO,25.0,456,baseline,0.0125274658203125,
1708032,TEL-PPO,25.0,456,baseline,0.0125274658203125,
1708032,TEL-PPO,25.0,456,baseline,0.0125274658203125,
1712128,TEL-PPO,25.0,456,baseline,0.01873779296875,
1712128,TEL-PPO,25.0,456,baseline,0.01873779296875,
1712128,TEL-PPO,25.0,456,baseline,0.01873779296875,0.01159434091477167
1716224,TEL-PPO,25.0,456,baseline,0.009143829345703125,
1716224,TEL-PPO,25.0,456,baseline,0.009143829345703125,
1716224,TEL-PPO,25.0,456,baseline,0.009143829345703125,
1720320,TEL-PPO,25.0,456,baseline,-0.007335662841796875,
1720320,TEL-PPO,25.0,456,baseline,-0.007335662841796875,
1720320,TEL-PPO,25.0,456,baseline,-0.007335662841796875,
1724416,TEL-PPO,25.0,456,baseline,0.019337972005208332,
1724416,TEL-PPO,25.0,456,baseline,0.019337972005208332,
1724416,TEL-PPO,25.0,456,baseline,0.019337972005208332,
1728512,TEL-PPO,25.0,456,baseline,0.0044612884521484375,
1728512,TEL-PPO,25.0,456,baseline,0.0044612884521484375,
1728512,TEL-PPO,25.0,456,baseline,0.0044612884521484375,
1732608,TEL-PPO,25.0,456,baseline,0.0012250627790178572,
1732608,TEL-PPO,25.0,456,baseline,0.0012250627790178572,
1732608,TEL-PPO,25.0,456,baseline,0.0012250627790178572,
1736704,TEL-PPO,25.0,456,baseline,0.011569976806640625,
1736704,TEL-PPO,25.0,456,baseline,0.011569976806640625,
1736704,TEL-PPO,25.0,456,baseline,0.011569976806640625,
1740800,TEL-PPO,25.0,456,baseline,0.0025177001953125,
1740800,TEL-PPO,25.0,456,baseline,0.0025177001953125,
1740800,TEL-PPO,25.0,456,baseline,0.0025177001953125,
1744896,TEL-PPO,25.0,456,baseline,0.023244222005208332,
1744896,TEL-PPO,25.0,456,baseline,0.023244222005208332,
1744896,TEL-PPO,25.0,456,baseline,0.023244222005208332,
1748992,TEL-PPO,25.0,456,baseline,-0.00141143798828125,
1748992,TEL-PPO,25.0,456,baseline,-0.00141143798828125,
1748992,TEL-PPO,25.0,456,baseline,-0.00141143798828125,
1753088,TEL-PPO,25.0,456,baseline,0.009561538696289062,
1753088,TEL-PPO,25.0,456,baseline,0.009561538696289062,
1753088,TEL-PPO,25.0,456,baseline,0.009561538696289062,
1757184,TEL-PPO,25.0,456,baseline,-0.0012490408761160715,
1757184,TEL-PPO,25.0,456,baseline,-0.0012490408761160715,
1757184,TEL-PPO,25.0,456,baseline,-0.0012490408761160715,
1761280,TEL-PPO,25.0,456,baseline,0.023766653878348216,
1761280,TEL-PPO,25.0,456,baseline,0.023766653878348216,
1761280,TEL-PPO,25.0,456,baseline,0.023766653878348216,
1765376,TEL-PPO,25.0,456,baseline,0.004962158203125,
1765376,TEL-PPO,25.0,456,baseline,0.004962158203125,
1765376,TEL-PPO,25.0,456,baseline,0.004962158203125,
1769472,TEL-PPO,25.0,456,baseline,0.0068912506103515625,
1769472,TEL-PPO,25.0,456,baseline,0.0068912506103515625,
1769472,TEL-PPO,25.0,456,baseline,0.0068912506103515625,
1773568,TEL-PPO,25.0,456,baseline,-0.004756927490234375,
1773568,TEL-PPO,25.0,456,baseline,-0.004756927490234375,
1773568,TEL-PPO,25.0,456,baseline,-0.004756927490234375,
1777664,TEL-PPO,25.0,456,baseline,0.012147903442382812,
1777664,TEL-PPO,25.0,456,baseline,0.012147903442382812,
1777664,TEL-PPO,25.0,456,baseline,0.012147903442382812,
1781760,TEL-PPO,25.0,456,baseline,0.025604248046875,
1781760,TEL-PPO,25.0,456,baseline,0.025604248046875,
1781760,TEL-PPO,25.0,456,baseline,0.025604248046875,
1785856,TEL-PPO,25.0,456,baseline,-0.00032958984375,
1785856,TEL-PPO,25.0,456,baseline,-0.00032958984375,
1785856,TEL-PPO,25.0,456,baseline,-0.00032958984375,
1789952,TEL-PPO,25.0,456,baseline,0.0058002471923828125,
1789952,TEL-PPO,25.0,456,baseline,0.0058002471923828125,
1789952,TEL-PPO,25.0,456,baseline,0.0058002471923828125,
1794048,TEL-PPO,25.0,456,baseline,0.01751708984375,
1794048,TEL-PPO,25.0,456,baseline,0.01751708984375,
1794048,TEL-PPO,25.0,456,baseline,0.01751708984375,0.008133424123128254
1798144,TEL-PPO,25.0,456,baseline,0.022684733072916668,
1798144,TEL-PPO,25.0,456,baseline,0.022684733072916668,
1798144,TEL-PPO,25.0,456,baseline,0.022684733072916668,
1802240,TEL-PPO,25.0,456,baseline,0.02214813232421875,
1802240,TEL-PPO,25.0,456,baseline,0.02214813232421875,
1802240,TEL-PPO,25.0,456,baseline,0.02214813232421875,
1806336,TEL-PPO,25.0,456,baseline,-0.00547027587890625,
1806336,TEL-PPO,25.0,456,baseline,-0.00547027587890625,
1806336,TEL-PPO,25.0,456,baseline,-0.00547027587890625,
1810432,TEL-PPO,25.0,456,baseline,0.00870513916015625,
1810432,TEL-PPO,25.0,456,baseline,0.00870513916015625,
1810432,TEL-PPO,25.0,456,baseline,0.00870513916015625,
1814528,TEL-PPO,25.0,456,baseline,-0.023130416870117188,
1814528,TEL-PPO,25.0,456,baseline,-0.023130416870117188,
1814528,TEL-PPO,25.0,456,baseline,-0.023130416870117188,
1818624,TEL-PPO,25.0,456,baseline,-0.00286102294921875,
1818624,TEL-PPO,25.0,456,baseline,-0.00286102294921875,
1818624,TEL-PPO,25.0,456,baseline,-0.00286102294921875,
1822720,TEL-PPO,25.0,456,baseline,0.023578643798828125,
1822720,TEL-PPO,25.0,456,baseline,0.023578643798828125,
1822720,TEL-PPO,25.0,456,baseline,0.023578643798828125,
1826816,TEL-PPO,25.0,456,baseline,-0.004947662353515625,
1826816,TEL-PPO,25.0,456,baseline,-0.004947662353515625,
1826816,TEL-PPO,25.0,456,baseline,-0.004947662353515625,
1830912,TEL-PPO,25.0,456,baseline,0.002925872802734375,
1830912,TEL-PPO,25.0,456,baseline,0.002925872802734375,
1830912,TEL-PPO,25.0,456,baseline,0.002925872802734375,
1835008,TEL-PPO,25.0,456,baseline,0.008211135864257812,
1835008,TEL-PPO,25.0,456,baseline,0.008211135864257812,
1835008,TEL-PPO,25.0,456,baseline,0.008211135864257812,
1839104,TEL-PPO,25.0,456,baseline,0.0147857666015625,
1839104,TEL-PPO,25.0,456,baseline,0.0147857666015625,
1839104,TEL-PPO,25.0,456,baseline,0.0147857666015625,
1843200,TEL-PPO,25.0,456,baseline,0.004344940185546875,
1843200,TEL-PPO,25.0,456,baseline,0.004344940185546875,
1843200,TEL-PPO,25.0,456,baseline,0.004344940185546875,
1847296,TEL-PPO,25.0,456,baseline,0.00447845458984375,
1847296,TEL-PPO,25.0,456,baseline,0.00447845458984375,
1847296,TEL-PPO,25.0,456,baseline,0.00447845458984375,
1851392,TEL-PPO,25.0,456,baseline,0.017986297607421875,
1851392,TEL-PPO,25.0,456,baseline,0.017986297607421875,
1851392,TEL-PPO,25.0,456,baseline,0.017986297607421875,
1855488,TEL-PPO,25.0,456,baseline,0.018739700317382812,
1855488,TEL-PPO,25.0,456,baseline,0.018739700317382812,
1855488,TEL-PPO,25.0,456,baseline,0.018739700317382812,
1859584,TEL-PPO,25.0,456,baseline,0.016534805297851562,
1859584,TEL-PPO,25.0,456,baseline,0.016534805297851562,
1859584,TEL-PPO,25.0,456,baseline,0.016534805297851562,
1863680,TEL-PPO,25.0,456,baseline,0.02462005615234375,
1863680,TEL-PPO,25.0,456,baseline,0.02462005615234375,
1863680,TEL-PPO,25.0,456,baseline,0.02462005615234375,
1867776,TEL-PPO,25.0,456,baseline,0.020594278971354168,
1867776,TEL-PPO,25.0,456,baseline,0.020594278971354168,
1867776,TEL-PPO,25.0,456,baseline,0.020594278971354168,
1871872,TEL-PPO,25.0,456,baseline,0.028049468994140625,
1871872,TEL-PPO,25.0,456,baseline,0.028049468994140625,
1871872,TEL-PPO,25.0,456,baseline,0.028049468994140625,
1875968,TEL-PPO,25.0,456,baseline,0.0029048919677734375,
1875968,TEL-PPO,25.0,456,baseline,0.0029048919677734375,
1875968,TEL-PPO,25.0,456,baseline,0.0029048919677734375,0.010244146982828776
1880064,TEL-PPO,25.0,456,baseline,-0.0035190582275390625,
1880064,TEL-PPO,25.0,456,baseline,-0.0035190582275390625,
1880064,TEL-PPO,25.0,456,baseline,-0.0035190582275390625,
1884160,TEL-PPO,25.0,456,baseline,0.020891825358072918,
1884160,TEL-PPO,25.0,456,baseline,0.020891825358072918,
1884160,TEL-PPO,25.0,456,baseline,0.020891825358072918,
1888256,TEL-PPO,25.0,456,baseline,0.032999674479166664,
1888256,TEL-PPO,25.0,456,baseline,0.032999674479166664,
1888256,TEL-PPO,25.0,456,baseline,0.032999674479166664,
1892352,TEL-PPO,25.0,456,baseline,0.004299163818359375,
1892352,TEL-PPO,25.0,456,baseline,0.004299163818359375,
1892352,TEL-PPO,25.0,456,baseline,0.004299163818359375,
1896448,TEL-PPO,25.0,456,baseline,0.019106547037760418,
1896448,TEL-PPO,25.0,456,baseline,0.019106547037760418,
1896448,TEL-PPO,25.0,456,baseline,0.019106547037760418,
1900544,TEL-PPO,25.0,456,baseline,0.01499176025390625,
1900544,TEL-PPO,25.0,456,baseline,0.01499176025390625,
1900544,TEL-PPO,25.0,456,baseline,0.01499176025390625,
1904640,TEL-PPO,25.0,456,baseline,0.015415191650390625,
1904640,TEL-PPO,25.0,456,baseline,0.015415191650390625,
1904640,TEL-PPO,25.0,456,baseline,0.015415191650390625,
1908736,TEL-PPO,25.0,456,baseline,0.019860403878348216,
1908736,TEL-PPO,25.0,456,baseline,0.019860403878348216,
1908736,TEL-PPO,25.0,456,baseline,0.019860403878348216,
1912832,TEL-PPO,25.0,456,baseline,0.008405685424804688,
1912832,TEL-PPO,25.0,456,baseline,0.008405685424804688,
1912832,TEL-PPO,25.0,456,baseline,0.008405685424804688,
1916928,TEL-PPO,25.0,456,baseline,0.0018634796142578125,
1916928,TEL-PPO,25.0,456,baseline,0.0018634796142578125,
1916928,TEL-PPO,25.0,456,baseline,0.0018634796142578125,
1921024,TEL-PPO,25.0,456,baseline,0.029874801635742188,
1921024,TEL-PPO,25.0,456,baseline,0.029874801635742188,
1921024,TEL-PPO,25.0,456,baseline,0.029874801635742188,
1925120,TEL-PPO,25.0,456,baseline,0.0076427459716796875,
1925120,TEL-PPO,25.0,456,baseline,0.0076427459716796875,
1925120,TEL-PPO,25.0,456,baseline,0.0076427459716796875,
1929216,TEL-PPO,25.0,456,baseline,0.007066999162946429,
1929216,TEL-PPO,25.0,456,baseline,0.007066999162946429,
1929216,TEL-PPO,25.0,456,baseline,0.007066999162946429,
1933312,TEL-PPO,25.0,456,baseline,0.0247955322265625,
1933312,TEL-PPO,25.0,456,baseline,0.0247955322265625,
1933312,TEL-PPO,25.0,456,baseline,0.0247955322265625,
1937408,TEL-PPO,25.0,456,baseline,0.041463216145833336,
1937408,TEL-PPO,25.0,456,baseline,0.041463216145833336,
1937408,TEL-PPO,25.0,456,baseline,0.041463216145833336,
1941504,TEL-PPO,25.0,456,baseline,0.012494405110677084,
1941504,TEL-PPO,25.0,456,baseline,0.012494405110677084,
1941504,TEL-PPO,25.0,456,baseline,0.012494405110677084,
1945600,TEL-PPO,25.0,456,baseline,0.011997222900390625,
1945600,TEL-PPO,25.0,456,baseline,0.011997222900390625,
1945600,TEL-PPO,25.0,456,baseline,0.011997222900390625,
1949696,TEL-PPO,25.0,456,baseline,0.0342559814453125,
1949696,TEL-PPO,25.0,456,baseline,0.0342559814453125,
1949696,TEL-PPO,25.0,456,baseline,0.0342559814453125,
1953792,TEL-PPO,25.0,456,baseline,-0.01972198486328125,
1953792,TEL-PPO,25.0,456,baseline,-0.01972198486328125,
1953792,TEL-PPO,25.0,456,baseline,-0.01972198486328125,
1957888,TEL-PPO,25.0,456,baseline,-0.0050411224365234375,
1957888,TEL-PPO,25.0,456,baseline,-0.0050411224365234375,
1957888,TEL-PPO,25.0,456,baseline,-0.0050411224365234375,0.013957123529343377
1961984,TEL-PPO,25.0,456,baseline,0.00984954833984375,
1961984,TEL-PPO,25.0,456,baseline,0.00984954833984375,
1961984,TEL-PPO,25.0,456,baseline,0.00984954833984375,
1966080,TEL-PPO,25.0,456,baseline,-0.001239776611328125,
1966080,TEL-PPO,25.0,456,baseline,-0.001239776611328125,
1966080,TEL-PPO,25.0,456,baseline,-0.001239776611328125,
1970176,TEL-PPO,25.0,456,baseline,0.024068196614583332,
1970176,TEL-PPO,25.0,456,baseline,0.024068196614583332,
1970176,TEL-PPO,25.0,456,baseline,0.024068196614583332,
1974272,TEL-PPO,25.0,456,baseline,-0.001316070556640625,
1974272,TEL-PPO,25.0,456,baseline,-0.001316070556640625,
1974272,TEL-PPO,25.0,456,baseline,-0.001316070556640625,
1978368,TEL-PPO,25.0,456,baseline,0.0019779205322265625,
1978368,TEL-PPO,25.0,456,baseline,0.0019779205322265625,
1978368,TEL-PPO,25.0,456,baseline,0.0019779205322265625,
1982464,TEL-PPO,25.0,456,baseline,0.00496673583984375,
1982464,TEL-PPO,25.0,456,baseline,0.00496673583984375,
1982464,TEL-PPO,25.0,456,baseline,0.00496673583984375,
1986560,TEL-PPO,25.0,456,baseline,-0.0055103302001953125,
1986560,TEL-PPO,25.0,456,baseline,-0.0055103302001953125,
1986560,TEL-PPO,25.0,456,baseline,-0.0055103302001953125,
1990656,TEL-PPO,25.0,456,baseline,-0.002685546875,
1990656,TEL-PPO,25.0,456,baseline,-0.002685546875,
1990656,TEL-PPO,25.0,456,baseline,-0.002685546875,
1994752,TEL-PPO,25.0,456,baseline,0.014652252197265625,
1994752,TEL-PPO,25.0,456,baseline,0.014652252197265625,
1994752,TEL-PPO,25.0,456,baseline,0.014652252197265625,
1998848,TEL-PPO,25.0,456,baseline,0.0123138427734375,
1998848,TEL-PPO,25.0,456,baseline,0.0123138427734375,
1998848,TEL-PPO,25.0,456,baseline,0.0123138427734375,
2002944,TEL-PPO,25.0,456,baseline,0.02447509765625,
2002944,TEL-PPO,25.0,456,baseline,0.02447509765625,
2002944,TEL-PPO,25.0,456,baseline,0.02447509765625,
2007040,TEL-PPO,25.0,456,baseline,0.029870169503348216,
2007040,TEL-PPO,25.0,456,baseline,0.029870169503348216,
2007040,TEL-PPO,25.0,456,baseline,0.029870169503348216,
2011136,TEL-PPO,25.0,456,baseline,-0.013536453247070312,
2011136,TEL-PPO,25.0,456,baseline,-0.013536453247070312,
2011136,TEL-PPO,25.0,456,baseline,-0.013536453247070312,
2015232,TEL-PPO,25.0,456,baseline,0.0107879638671875,
2015232,TEL-PPO,25.0,456,baseline,0.0107879638671875,
2015232,TEL-PPO,25.0,456,baseline,0.0107879638671875,
2019328,TEL-PPO,25.0,456,baseline,0.016871134440104168,
2019328,TEL-PPO,25.0,456,baseline,0.016871134440104168,
2019328,TEL-PPO,25.0,456,baseline,0.016871134440104168,
2023424,TEL-PPO,25.0,456,baseline,0.010842459542410714,
2023424,TEL-PPO,25.0,456,baseline,0.010842459542410714,
2023424,TEL-PPO,25.0,456,baseline,0.010842459542410714,
2027520,TEL-PPO,25.0,456,baseline,0.008265177408854166,
2027520,TEL-PPO,25.0,456,baseline,0.008265177408854166,
2027520,TEL-PPO,25.0,456,baseline,0.008265177408854166,
2031616,TEL-PPO,25.0,456,baseline,0.0034427642822265625,
2031616,TEL-PPO,25.0,456,baseline,0.0034427642822265625,
2031616,TEL-PPO,25.0,456,baseline,0.0034427642822265625,
2035712,TEL-PPO,25.0,456,baseline,0.0067195892333984375,
2035712,TEL-PPO,25.0,456,baseline,0.0067195892333984375,
2035712,TEL-PPO,25.0,456,baseline,0.0067195892333984375,
2039808,TEL-PPO,25.0,456,baseline,0.03759765625,
2039808,TEL-PPO,25.0,456,baseline,0.03759765625,
2039808,TEL-PPO,25.0,456,baseline,0.03759765625,0.009620616549537294
2043904,TEL-PPO,25.0,456,baseline,0.0295867919921875,
2043904,TEL-PPO,25.0,456,baseline,0.0295867919921875,
2043904,TEL-PPO,25.0,456,baseline,0.0295867919921875,
2048000,TEL-PPO,25.0,456,baseline,0.0132415771484375,
2048000,TEL-PPO,25.0,456,baseline,0.0132415771484375,
2048000,TEL-PPO,25.0,456,baseline,0.0132415771484375,
2052096,TEL-PPO,25.0,456,baseline,0.0176849365234375,
2052096,TEL-PPO,25.0,456,baseline,0.0176849365234375,
2052096,TEL-PPO,25.0,456,baseline,0.0176849365234375,
2056192,TEL-PPO,25.0,456,baseline,0.0073299407958984375,
2056192,TEL-PPO,25.0,456,baseline,0.0073299407958984375,
2056192,TEL-PPO,25.0,456,baseline,0.0073299407958984375,
2060288,TEL-PPO,25.0,456,baseline,-0.0043048858642578125,
2060288,TEL-PPO,25.0,456,baseline,-0.0043048858642578125,
2060288,TEL-PPO,25.0,456,baseline,-0.0043048858642578125,
2064384,TEL-PPO,25.0,456,baseline,0.026075090680803572,
2064384,TEL-PPO,25.0,456,baseline,0.026075090680803572,
2064384,TEL-PPO,25.0,456,baseline,0.026075090680803572,
2068480,TEL-PPO,25.0,456,baseline,0.00266265869140625,
2068480,TEL-PPO,25.0,456,baseline,0.00266265869140625,
2068480,TEL-PPO,25.0,456,baseline,0.00266265869140625,
2072576,TEL-PPO,25.0,456,baseline,0.0010509490966796875,
2072576,TEL-PPO,25.0,456,baseline,0.0010509490966796875,
2072576,TEL-PPO,25.0,456,baseline,0.0010509490966796875,
2076672,TEL-PPO,25.0,456,baseline,0.009830474853515625,
2076672,TEL-PPO,25.0,456,baseline,0.009830474853515625,
2076672,TEL-PPO,25.0,456,baseline,0.009830474853515625,
2080768,TEL-PPO,25.0,456,baseline,0.037653605143229164,
2080768,TEL-PPO,25.0,456,baseline,0.037653605143229164,
2080768,TEL-PPO,25.0,456,baseline,0.037653605143229164,
2084864,TEL-PPO,25.0,456,baseline,-0.014673233032226562,
2084864,TEL-PPO,25.0,456,baseline,-0.014673233032226562,
2084864,TEL-PPO,25.0,456,baseline,-0.014673233032226562,
2088960,TEL-PPO,25.0,456,baseline,0.009777069091796875,
2088960,TEL-PPO,25.0,456,baseline,0.009777069091796875,
2088960,TEL-PPO,25.0,456,baseline,0.009777069091796875,
2093056,TEL-PPO,25.0,456,baseline,0.019744873046875,
2093056,TEL-PPO,25.0,456,baseline,0.019744873046875,
2093056,TEL-PPO,25.0,456,baseline,0.019744873046875,
2097152,TEL-PPO,25.0,456,baseline,-0.006000518798828125,
2097152,TEL-PPO,25.0,456,baseline,-0.006000518798828125,
2097152,TEL-PPO,25.0,456,baseline,-0.006000518798828125,
2101248,TEL-PPO,25.0,456,baseline,0.0070285797119140625,
2101248,TEL-PPO,25.0,456,baseline,0.0070285797119140625,
2101248,TEL-PPO,25.0,456,baseline,0.0070285797119140625,
2105344,TEL-PPO,25.0,456,baseline,-0.001556396484375,
2105344,TEL-PPO,25.0,456,baseline,-0.001556396484375,
2105344,TEL-PPO,25.0,456,baseline,-0.001556396484375,
2109440,TEL-PPO,25.0,456,baseline,0.0041717529296875,
2109440,TEL-PPO,25.0,456,baseline,0.0041717529296875,
2109440,TEL-PPO,25.0,456,baseline,0.0041717529296875,
2113536,TEL-PPO,25.0,456,baseline,-0.006006876627604167,
2113536,TEL-PPO,25.0,456,baseline,-0.006006876627604167,
2113536,TEL-PPO,25.0,456,baseline,-0.006006876627604167,
2117632,TEL-PPO,25.0,456,baseline,0.015862601143973216,
2117632,TEL-PPO,25.0,456,baseline,0.015862601143973216,
2117632,TEL-PPO,25.0,456,baseline,0.015862601143973216,
2121728,TEL-PPO,25.0,456,baseline,0.0211639404296875,
2121728,TEL-PPO,25.0,456,baseline,0.0211639404296875,
2121728,TEL-PPO,25.0,456,baseline,0.0211639404296875,0.009516146523611886
2125824,TEL-PPO,25.0,456,baseline,0.006145477294921875,
2125824,TEL-PPO,25.0,456,baseline,0.006145477294921875,
2125824,TEL-PPO,25.0,456,baseline,0.006145477294921875,
2129920,TEL-PPO,25.0,456,baseline,0.0075969696044921875,
2129920,TEL-PPO,25.0,456,baseline,0.0075969696044921875,
2129920,TEL-PPO,25.0,456,baseline,0.0075969696044921875,
2134016,TEL-PPO,25.0,456,baseline,-0.022977828979492188,
2134016,TEL-PPO,25.0,456,baseline,-0.022977828979492188,
2134016,TEL-PPO,25.0,456,baseline,-0.022977828979492188,
2138112,TEL-PPO,25.0,456,baseline,0.0056243896484375,
2138112,TEL-PPO,25.0,456,baseline,0.0056243896484375,
2138112,TEL-PPO,25.0,456,baseline,0.0056243896484375,
2142208,TEL-PPO,25.0,456,baseline,0.0006732940673828125,
2142208,TEL-PPO,25.0,456,baseline,0.0006732940673828125,
2142208,TEL-PPO,25.0,456,baseline,0.0006732940673828125,
2146304,TEL-PPO,25.0,456,baseline,0.035369873046875,
2146304,TEL-PPO,25.0,456,baseline,0.035369873046875,
2146304,TEL-PPO,25.0,456,baseline,0.035369873046875,
2150400,TEL-PPO,25.0,456,baseline,-0.0051479339599609375,
2150400,TEL-PPO,25.0,456,baseline,-0.0051479339599609375,
2150400,TEL-PPO,25.0,456,baseline,-0.0051479339599609375,
2154496,TEL-PPO,25.0,456,baseline,0.02252197265625,
2154496,TEL-PPO,25.0,456,baseline,0.02252197265625,
